customer_id,division_name,district_name,farm_size_acres,customer_segment,crop_type,signup_date,acquisition_channel,district_id,division_id
C00238,Barishal,Patuakhali,3.84,Medium (2-5 acre),Rice (Aman),2025-08-04,Field Dealer Network,DT021,D06
C00239,Rajshahi,Bogura,2.05,Medium (2-5 acre),Maize,2026-02-18,Organic Search,DT002,D01
C00240,Rajshahi,Natore,0.86,Smallholder (<2 acre),Jute,2025-05-23,YouTube,DT004,D01
C00241,Chattogram,Cox'S Bazar,2.48,Medium (2-5 acre),Mustard,2025-10-03,Field Dealer Network,DT024,D07
C00242,Barishal,Bhola,1.22,Smallholder (<2 acre),Potato,2025-12-31,Facebook Ads,DT022,D06
C00243,Rangpur,Kurigram,0.33,Smallholder (<2 acre),Wheat,2026-01-16,SMS Campaign,DT007,D02
C00244,Mymensingh,Jamalpur,2.44,Medium (2-5 acre),Rice (Aman),2025-08-27,Organic Search,DT014,D04
C00245,Dhaka,Gazipur,4.87,Medium (2-5 acre),Maize,2025-07-02,SMS Campaign,DT017,D05
C00246,Chattogram,Feni,5.41,Large (>5 acre),Mustard,2026-04-10,Field Dealer Network,DT026,D07
C00247,Dhaka,Narayanganj,0.28,Smallholder (<2 acre),Vegetables,2025-12-12,Facebook Ads,DT018,D05
C00248,Khulna,Bagerhat,4.82,Medium (2-5 acre),Vegetables,2025-02-09,Field Dealer Network,DT012,D03
C00249,Khulna,Satkhira,0.78,Smallholder (<2 acre),Potato,2025-03-31,SMS Campaign,DT011,D03
C00250,Khulna,Jashore,3.58,Medium (2-5 acre),Mustard,2025-04-07,SMS Campaign,DT010,D03
C00251,Dhaka,Narayanganj,1.95,Smallholder (<2 acre),Jute,2025-05-09,SMS Campaign,DT018,D05
C00252,Chattogram,Chattogram,0.89,Smallholder (<2 acre),Rice (Aman),2025-11-18,SMS Campaign,DT023,D07
C00253,Mymensingh,Jamalpur,0.9,Smallholder (<2 acre),Wheat,2025-07-10,Facebook Ads,DT014,D04
C00254,Rangpur,Dinajpur,3.74,Medium (2-5 acre),Jute,2025-10-01,Facebook Ads,DT006,D02
C00255,Rangpur,Gaibandha,4.07,Medium (2-5 acre),Potato,2026-03-18,SMS Campaign,DT008,D02
C00256,Barishal,Patuakhali,3.28,Medium (2-5 acre),Potato,2026-03-10,Referral/NGO Partner,DT021,D06
C00257,Barishal,Patuakhali,1.33,Smallholder (<2 acre),Potato,2025-10-02,Field Dealer Network,DT021,D06
C00258,Rajshahi,Rajshahi,3.5,Medium (2-5 acre),Wheat,2025-08-31,Facebook Ads,DT001,D01
C00259,Rajshahi,Pabna,5.0,Medium (2-5 acre),Maize,2025-11-13,Field Dealer Network,DT003,D01
C00260,Dhaka,Narayanganj,4.5,Medium (2-5 acre),Wheat,2025-05-19,Facebook Ads,DT018,D05
C00261,Rajshahi,Pabna,0.76,Smallholder (<2 acre),Vegetables,2025-08-24,SMS Campaign,DT003,D01
C00262,Chattogram,Chattogram,4.14,Medium (2-5 acre),Mustard,2026-04-23,SMS Campaign,DT023,D07
C00263,Khulna,Jashore,2.8,Medium (2-5 acre),Wheat,2026-02-17,SMS Campaign,DT010,D03
C00264,Rajshahi,Pabna,4.75,Medium (2-5 acre),Jute,2025-12-10,Organic Search,DT003,D01
C00265,Chattogram,Chattogram,7.76,Large (>5 acre),Wheat,2025-09-28,Facebook Ads,DT023,D07
C00266,Rangpur,Gaibandha,4.33,Medium (2-5 acre),Jute,2025-03-09,Direct,DT008,D02
C00267,Rangpur,Kurigram,0.79,Smallholder (<2 acre),Rice (Boro),2025-07-15,SMS Campaign,DT007,D02
C00268,Rajshahi,Bogura,1.01,Smallholder (<2 acre),Jute,2025-06-21,SMS Campaign,DT002,D01
C00269,Rajshahi,Pabna,1.32,Smallholder (<2 acre),Rice (Aman),2025-05-29,Organic Search,DT003,D01
C00270,Rajshahi,Pabna,3.0,Medium (2-5 acre),Vegetables,2025-05-25,Field Dealer Network,DT003,D01
C00271,Rajshahi,Bogura,2.4,Medium (2-5 acre),Rice (Aman),2026-01-22,Field Dealer Network,DT002,D01
C00272,Rangpur,Gaibandha,2.56,Medium (2-5 acre),Rice (Aman),2025-02-15,Facebook Ads,DT008,D02
C00273,Rajshahi,Natore,0.43,Smallholder (<2 acre),Maize,2025-08-18,Field Dealer Network,DT004,D01
C00274,Dhaka,Tangail,4.34,Medium (2-5 acre),Vegetables,2025-01-16,Organic Search,DT019,D05
C00275,Dhaka,Tangail,1.36,Smallholder (<2 acre),Mustard,2025-10-02,Referral/NGO Partner,DT019,D05
C00276,Khulna,Satkhira,2.05,Medium (2-5 acre),Maize,2025-11-23,Organic Search,DT011,D03
C00277,Khulna,Bagerhat,3.29,Medium (2-5 acre),Jute,2025-10-12,Field Dealer Network,DT012,D03
C00278,Mymensingh,Mymensingh,2.46,Medium (2-5 acre),Jute,2025-11-23,SMS Campaign,DT013,D04
C00279,Chattogram,Chattogram,3.03,Medium (2-5 acre),Mustard,2025-04-16,Facebook Ads,DT023,D07
C00280,Chattogram,Comilla,1.93,Smallholder (<2 acre),Vegetables,2025-11-10,Organic Search,DT025,D07
C00281,Rajshahi,Rajshahi,2.09,Medium (2-5 acre),Rice (Boro),2026-01-17,Organic Search,DT001,D01
C00282,Rangpur,Gaibandha,1.12,Smallholder (<2 acre),Vegetables,2025-12-01,Facebook Ads,DT008,D02
C00283,Rangpur,Gaibandha,0.56,Smallholder (<2 acre),Maize,2025-09-18,Direct,DT008,D02
C00284,Rangpur,Gaibandha,1.25,Smallholder (<2 acre),Maize,2026-02-14,Referral/NGO Partner,DT008,D02
C00285,Dhaka,Gazipur,8.01,Large (>5 acre),Maize,2025-12-31,Organic Search,DT017,D05
C00286,Khulna,Jashore,0.89,Smallholder (<2 acre),Wheat,2025-10-16,Referral/NGO Partner,DT010,D03
C00287,Rajshahi,Bogura,1.24,Smallholder (<2 acre),Rice (Aman),2026-01-21,SMS Campaign,DT002,D01
C00288,Khulna,Khulna,2.45,Medium (2-5 acre),Potato,2025-12-02,Facebook Ads,DT009,D03
C00289,Mymensingh,Jamalpur,0.6,Smallholder (<2 acre),Vegetables,2026-01-07,Facebook Ads,DT014,D04
C00290,Rajshahi,Pabna,3.37,Medium (2-5 acre),Mustard,2025-11-25,Referral/NGO Partner,DT003,D01
C00291,Chattogram,Feni,1.17,Smallholder (<2 acre),Potato,2025-01-28,Referral/NGO Partner,DT026,D07
C00292,Rajshahi,Rajshahi,3.27,Medium (2-5 acre),Rice (Aman),2025-04-18,Referral/NGO Partner,DT001,D01
C00293,Chattogram,Feni,1.61,Smallholder (<2 acre),Wheat,2025-06-20,Facebook Ads,DT026,D07
C00294,Rajshahi,Pabna,1.25,Smallholder (<2 acre),Vegetables,2025-01-23,Facebook Ads,DT003,D01
C00295,Chattogram,Cox'S Bazar,2.64,Medium (2-5 acre),Rice (Aman),2026-01-03,Organic Search,DT024,D07
C00296,Chattogram,Chattogram,1.85,Smallholder (<2 acre),Jute,2026-01-07,SMS Campaign,DT023,D07
C00297,Sylhet,Moulvibazar,1.68,Smallholder (<2 acre),Jute,2025-07-19,Field Dealer Network,DT028,D08
C00298,Barishal,Barishal,1.13,Smallholder (<2 acre),Wheat,2025-12-28,Facebook Ads,DT020,D06
C00299,Barishal,Patuakhali,1.49,Smallholder (<2 acre),Rice (Boro),2025-09-11,Field Dealer Network,DT021,D06
C00300,Dhaka,Narayanganj,0.87,Smallholder (<2 acre),Maize,2025-09-27,Field Dealer Network,DT018,D05
C00301,Barishal,Patuakhali,0.49,Smallholder (<2 acre),Rice (Boro),2025-01-09,Facebook Ads,DT021,D06
C00302,Rajshahi,Rajshahi,1.17,Smallholder (<2 acre),Rice (Boro),2025-07-14,Organic Search,DT001,D01
C00303,Mymensingh,Mymensingh,3.12,Medium (2-5 acre),Vegetables,2025-06-02,Facebook Ads,DT013,D04
C00304,Mymensingh,Jamalpur,2.97,Medium (2-5 acre),Wheat,2025-01-12,Organic Search,DT014,D04
C00305,Chattogram,Chattogram,6.15,Large (>5 acre),Mustard,2026-03-04,Direct,DT023,D07
C00306,Mymensingh,Netrokona,3.61,Medium (2-5 acre),Maize,2025-02-12,Field Dealer Network,DT015,D04
C00307,Khulna,Satkhira,2.74,Medium (2-5 acre),Potato,2025-03-02,Direct,DT011,D03
C00308,Dhaka,Gazipur,1.61,Smallholder (<2 acre),Vegetables,2025-07-03,YouTube,DT017,D05
C00309,Rangpur,Rangpur,0.71,Smallholder (<2 acre),Vegetables,2025-07-10,Field Dealer Network,DT005,D02
C00310,Rajshahi,Rajshahi,3.6,Medium (2-5 acre),Maize,2025-11-22,SMS Campaign,DT001,D01
C00311,Mymensingh,Mymensingh,1.75,Smallholder (<2 acre),Rice (Boro),2026-03-01,Referral/NGO Partner,DT013,D04
C00312,Khulna,Satkhira,0.44,Smallholder (<2 acre),Potato,2025-01-30,Facebook Ads,DT011,D03
C00313,Rangpur,Kurigram,0.56,Smallholder (<2 acre),Wheat,2025-06-15,Field Dealer Network,DT007,D02
C00314,Khulna,Satkhira,2.77,Medium (2-5 acre),Wheat,2026-03-03,Organic Search,DT011,D03
C00315,Khulna,Jashore,2.0,Medium (2-5 acre),Rice (Aman),2026-03-19,Facebook Ads,DT010,D03
C00316,Khulna,Khulna,0.89,Smallholder (<2 acre),Wheat,2026-01-30,Facebook Ads,DT009,D03
C00317,Khulna,Jashore,3.98,Medium (2-5 acre),Maize,2025-09-18,Organic Search,DT010,D03
C00318,Dhaka,Dhaka,2.04,Medium (2-5 acre),Maize,2026-01-11,Facebook Ads,DT016,D05
C00319,Rangpur,Kurigram,1.7,Smallholder (<2 acre),Rice (Aman),2025-11-30,YouTube,DT007,D02
C00320,Sylhet,Sylhet,1.04,Smallholder (<2 acre),Rice (Boro),2026-01-21,Field Dealer Network,DT027,D08
C00321,Chattogram,Cox'S Bazar,1.15,Smallholder (<2 acre),Jute,2025-06-13,Organic Search,DT024,D07
C00322,Mymensingh,Mymensingh,1.31,Smallholder (<2 acre),Jute,2025-08-16,Field Dealer Network,DT013,D04
C00323,Khulna,Bagerhat,2.72,Medium (2-5 acre),Maize,2025-07-13,Referral/NGO Partner,DT012,D03
C00324,Mymensingh,Jamalpur,0.2,Smallholder (<2 acre),Wheat,2026-02-28,Referral/NGO Partner,DT014,D04
C00325,Chattogram,Chattogram,0.73,Smallholder (<2 acre),Rice (Boro),2025-04-04,Field Dealer Network,DT023,D07
C00326,Dhaka,Tangail,0.55,Smallholder (<2 acre),Mustard,2025-03-19,Facebook Ads,DT019,D05
C00327,Barishal,Bhola,2.26,Medium (2-5 acre),Vegetables,2026-03-19,Referral/NGO Partner,DT022,D06
C00328,Mymensingh,Mymensingh,3.37,Medium (2-5 acre),Vegetables,2025-04-12,Field Dealer Network,DT013,D04
C00329,Dhaka,Tangail,0.29,Smallholder (<2 acre),Rice (Aman),2025-08-15,SMS Campaign,DT019,D05
C00330,Rangpur,Kurigram,5.3,Large (>5 acre),Maize,2025-10-13,Facebook Ads,DT007,D02
C00331,Barishal,Bhola,2.18,Medium (2-5 acre),Mustard,2025-06-03,Facebook Ads,DT022,D06
C00332,Rangpur,Gaibandha,4.05,Medium (2-5 acre),Vegetables,2025-12-10,Facebook Ads,DT008,D02
C00333,Dhaka,Gazipur,0.2,Smallholder (<2 acre),Potato,2025-07-12,Field Dealer Network,DT017,D05
C00334,Chattogram,Chattogram,2.0,Medium (2-5 acre),Maize,2025-06-02,Referral/NGO Partner,DT023,D07
C00335,Rajshahi,Natore,2.3,Medium (2-5 acre),Potato,2025-11-07,Facebook Ads,DT004,D01
C00336,Dhaka,Gazipur,4.65,Medium (2-5 acre),Wheat,2025-04-22,Organic Search,DT017,D05
C00337,Rajshahi,Pabna,1.76,Smallholder (<2 acre),Rice (Aman),2025-05-26,YouTube,DT003,D01
C00338,Barishal,Bhola,2.32,Medium (2-5 acre),Rice (Aman),2026-01-06,Field Dealer Network,DT022,D06
C00339,Rajshahi,Natore,1.1,Smallholder (<2 acre),Wheat,2025-06-02,YouTube,DT004,D01
C00340,Chattogram,Cox'S Bazar,1.57,Smallholder (<2 acre),Vegetables,2025-02-17,Field Dealer Network,DT024,D07
C00341,Rajshahi,Pabna,2.15,Medium (2-5 acre),Vegetables,2025-08-12,Facebook Ads,DT003,D01
C00342,Sylhet,Sylhet,2.9,Medium (2-5 acre),Jute,2025-10-17,Field Dealer Network,DT027,D08
C00343,Barishal,Patuakhali,0.6,Smallholder (<2 acre),Potato,2026-03-19,Field Dealer Network,DT021,D06
C00344,Dhaka,Gazipur,4.24,Medium (2-5 acre),Vegetables,2025-01-08,SMS Campaign,DT017,D05
C00345,Barishal,Bhola,1.25,Smallholder (<2 acre),Mustard,2025-01-06,Referral/NGO Partner,DT022,D06
C00346,Barishal,Bhola,3.1,Medium (2-5 acre),Rice (Aman),2025-05-10,SMS Campaign,DT022,D06
C00347,Sylhet,Moulvibazar,3.62,Medium (2-5 acre),Maize,2026-02-01,Field Dealer Network,DT028,D08
C00348,Rangpur,Gaibandha,4.9,Medium (2-5 acre),Jute,2026-03-21,Facebook Ads,DT008,D02
C00349,Dhaka,Dhaka,1.16,Smallholder (<2 acre),Jute,2025-10-27,Organic Search,DT016,D05
C00350,Rajshahi,Rajshahi,2.25,Medium (2-5 acre),Rice (Boro),2026-04-10,Facebook Ads,DT001,D01
C00351,Dhaka,Narayanganj,3.86,Medium (2-5 acre),Wheat,2025-12-10,Facebook Ads,DT018,D05
C00352,Rangpur,Kurigram,0.88,Smallholder (<2 acre),Rice (Boro),2025-05-04,Referral/NGO Partner,DT007,D02
C00353,Dhaka,Gazipur,1.22,Smallholder (<2 acre),Rice (Aman),2025-03-15,Facebook Ads,DT017,D05
C00354,Dhaka,Narayanganj,2.68,Medium (2-5 acre),Maize,2025-03-20,Organic Search,DT018,D05
C00355,Mymensingh,Jamalpur,0.83,Smallholder (<2 acre),Rice (Aman),2025-11-27,Referral/NGO Partner,DT014,D04
C00356,Mymensingh,Netrokona,1.27,Smallholder (<2 acre),Vegetables,2026-04-02,Organic Search,DT015,D04
C00357,Barishal,Barishal,2.13,Medium (2-5 acre),Wheat,2025-05-13,Organic Search,DT020,D06
C00358,Barishal,Barishal,1.84,Smallholder (<2 acre),Vegetables,2026-01-12,Direct,DT020,D06
C00359,Mymensingh,Mymensingh,3.34,Medium (2-5 acre),Rice (Boro),2025-02-04,Referral/NGO Partner,DT013,D04
C00360,Dhaka,Dhaka,4.29,Medium (2-5 acre),Jute,2025-12-11,Field Dealer Network,DT016,D05
C00361,Chattogram,Chattogram,3.76,Medium (2-5 acre),Jute,2025-05-26,Facebook Ads,DT023,D07
C00362,Rajshahi,Rajshahi,1.19,Smallholder (<2 acre),Potato,2025-02-03,Direct,DT001,D01
C00363,Rajshahi,Bogura,2.06,Medium (2-5 acre),Mustard,2025-02-28,Referral/NGO Partner,DT002,D01
C00364,Rajshahi,Rajshahi,3.51,Medium (2-5 acre),Vegetables,2025-12-01,Referral/NGO Partner,DT001,D01
C00365,Dhaka,Dhaka,1.05,Smallholder (<2 acre),Mustard,2025-05-24,Direct,DT016,D05
C00366,Khulna,Jashore,1.19,Smallholder (<2 acre),Wheat,2025-11-25,Organic Search,DT010,D03
C00367,Barishal,Patuakhali,3.13,Medium (2-5 acre),Vegetables,2025-01-18,Field Dealer Network,DT021,D06
C00368,Dhaka,Tangail,2.19,Medium (2-5 acre),Mustard,2025-03-26,SMS Campaign,DT019,D05
C00369,Khulna,Satkhira,3.12,Medium (2-5 acre),Rice (Aman),2025-03-11,Organic Search,DT011,D03
C00370,Chattogram,Chattogram,0.57,Smallholder (<2 acre),Maize,2025-09-25,Field Dealer Network,DT023,D07
C00371,Barishal,Patuakhali,2.2,Medium (2-5 acre),Rice (Boro),2025-10-08,SMS Campaign,DT021,D06
C00372,Rangpur,Dinajpur,0.98,Smallholder (<2 acre),Vegetables,2026-03-23,Field Dealer Network,DT006,D02
C00373,Khulna,Bagerhat,1.08,Smallholder (<2 acre),Rice (Boro),2025-02-11,Organic Search,DT012,D03
C00374,Khulna,Satkhira,3.8,Medium (2-5 acre),Mustard,2025-06-20,Organic Search,DT011,D03
C00375,Rajshahi,Pabna,0.92,Smallholder (<2 acre),Wheat,2026-02-17,Facebook Ads,DT003,D01
C00376,Rajshahi,Rajshahi,2.41,Medium (2-5 acre),Rice (Boro),2025-06-10,Referral/NGO Partner,DT001,D01
C00377,Chattogram,Feni,2.24,Medium (2-5 acre),Rice (Aman),2025-04-02,Organic Search,DT026,D07
C00378,Khulna,Jashore,1.1,Smallholder (<2 acre),Rice (Aman),2025-11-10,Field Dealer Network,DT010,D03
C00379,Khulna,Khulna,1.01,Smallholder (<2 acre),Rice (Boro),2025-06-27,Direct,DT009,D03
C00380,Barishal,Barishal,2.97,Medium (2-5 acre),Wheat,2025-05-18,Field Dealer Network,DT020,D06
C00381,Mymensingh,Netrokona,0.81,Smallholder (<2 acre),Mustard,2025-12-12,Field Dealer Network,DT015,D04
C00382,Chattogram,Cox'S Bazar,3.6,Medium (2-5 acre),Jute,2025-06-17,Direct,DT024,D07
C00383,Barishal,Patuakhali,2.1,Medium (2-5 acre),Vegetables,2025-09-05,Organic Search,DT021,D06
C00384,Mymensingh,Mymensingh,0.42,Smallholder (<2 acre),Jute,2026-01-25,Organic Search,DT013,D04
C00385,Khulna,Satkhira,0.76,Smallholder (<2 acre),Rice (Boro),2025-01-03,Field Dealer Network,DT011,D03
C00386,Sylhet,Habiganj,0.46,Smallholder (<2 acre),Jute,2025-06-13,Organic Search,DT029,D08
C00387,Dhaka,Tangail,0.54,Smallholder (<2 acre),Mustard,2026-03-31,Referral/NGO Partner,DT019,D05
C00388,Sylhet,Moulvibazar,1.13,Smallholder (<2 acre),Rice (Aman),2025-12-07,Organic Search,DT028,D08
C00389,Rajshahi,Bogura,2.6,Medium (2-5 acre),Wheat,2025-11-04,Organic Search,DT002,D01
C00390,Chattogram,Chattogram,1.89,Smallholder (<2 acre),Rice (Aman),2025-04-03,Organic Search,DT023,D07
C00391,Dhaka,Gazipur,2.58,Medium (2-5 acre),Potato,2025-03-06,Field Dealer Network,DT017,D05
C00392,Rajshahi,Pabna,3.66,Medium (2-5 acre),Jute,2025-08-26,Field Dealer Network,DT003,D01
C00393,Dhaka,Tangail,2.22,Medium (2-5 acre),Potato,2026-02-22,Facebook Ads,DT019,D05
C00394,Dhaka,Gazipur,2.85,Medium (2-5 acre),Rice (Aman),2025-05-04,Field Dealer Network,DT017,D05
C00395,Rajshahi,Rajshahi,3.37,Medium (2-5 acre),Rice (Boro),2025-06-05,Field Dealer Network,DT001,D01
C00396,Mymensingh,Netrokona,3.1,Medium (2-5 acre),Rice (Aman),2025-10-26,Organic Search,DT015,D04
C00397,Chattogram,Comilla,2.23,Medium (2-5 acre),Rice (Boro),2025-02-16,Field Dealer Network,DT025,D07
C00398,Rangpur,Gaibandha,0.88,Smallholder (<2 acre),Rice (Aman),2025-12-09,Field Dealer Network,DT008,D02
C00399,Mymensingh,Netrokona,1.77,Smallholder (<2 acre),Maize,2025-02-14,YouTube,DT015,D04
C00400,Mymensingh,Jamalpur,2.36,Medium (2-5 acre),Potato,2025-05-14,Facebook Ads,DT014,D04
C00401,Rangpur,Dinajpur,1.99,Smallholder (<2 acre),Vegetables,2025-06-11,Field Dealer Network,DT006,D02
C00402,Chattogram,Chattogram,1.22,Smallholder (<2 acre),Rice (Aman),2025-06-14,Field Dealer Network,DT023,D07
C00403,Barishal,Barishal,0.9,Smallholder (<2 acre),Wheat,2025-08-07,SMS Campaign,DT020,D06
C00404,Rajshahi,Bogura,1.35,Smallholder (<2 acre),Mustard,2025-07-10,Facebook Ads,DT002,D01
C00405,Sylhet,Sylhet,0.95,Smallholder (<2 acre),Potato,2025-04-07,Referral/NGO Partner,DT027,D08
C00406,Chattogram,Chattogram,4.38,Medium (2-5 acre),Jute,2025-11-19,Field Dealer Network,DT023,D07
C00407,Rangpur,Kurigram,1.31,Smallholder (<2 acre),Jute,2025-03-02,Referral/NGO Partner,DT007,D02
C00408,Chattogram,Cox'S Bazar,1.22,Smallholder (<2 acre),Vegetables,2025-03-07,SMS Campaign,DT024,D07
C00409,Rajshahi,Rajshahi,1.75,Smallholder (<2 acre),Rice (Aman),2025-01-06,Organic Search,DT001,D01
C00410,Sylhet,Moulvibazar,3.6,Medium (2-5 acre),Wheat,2026-03-20,Organic Search,DT028,D08
C00411,Dhaka,Narayanganj,1.27,Smallholder (<2 acre),Wheat,2025-09-30,Field Dealer Network,DT018,D05
C00412,Dhaka,Dhaka,2.04,Medium (2-5 acre),Rice (Aman),2025-05-10,Organic Search,DT016,D05
C00413,Rajshahi,Natore,3.96,Medium (2-5 acre),Wheat,2025-04-30,Organic Search,DT004,D01
C00414,Chattogram,Chattogram,2.08,Medium (2-5 acre),Vegetables,2025-12-01,Field Dealer Network,DT023,D07
C00415,Rajshahi,Natore,1.93,Smallholder (<2 acre),Mustard,2025-08-29,Field Dealer Network,DT004,D01
C00416,Rangpur,Dinajpur,1.78,Smallholder (<2 acre),Maize,2025-05-02,Organic Search,DT006,D02
C00417,Rajshahi,Pabna,1.5,Smallholder (<2 acre),Vegetables,2025-09-19,Facebook Ads,DT003,D01
C00418,Barishal,Patuakhali,1.38,Smallholder (<2 acre),Rice (Boro),2025-10-28,SMS Campaign,DT021,D06
C00419,Rangpur,Gaibandha,1.52,Smallholder (<2 acre),Jute,2025-08-30,Organic Search,DT008,D02
C00420,Chattogram,Cox'S Bazar,0.82,Smallholder (<2 acre),Wheat,2025-09-13,SMS Campaign,DT024,D07
C00421,Dhaka,Tangail,1.39,Smallholder (<2 acre),Vegetables,2025-12-18,Facebook Ads,DT019,D05
C00422,Rajshahi,Pabna,1.18,Smallholder (<2 acre),Potato,2025-02-06,Organic Search,DT003,D01
C00423,Rajshahi,Bogura,2.16,Medium (2-5 acre),Vegetables,2025-10-15,Organic Search,DT002,D01
C00424,Rajshahi,Natore,1.88,Smallholder (<2 acre),Rice (Boro),2025-06-26,Referral/NGO Partner,DT004,D01
C00425,Dhaka,Narayanganj,0.4,Smallholder (<2 acre),Jute,2025-05-08,Field Dealer Network,DT018,D05
C00426,Barishal,Patuakhali,1.1,Smallholder (<2 acre),Wheat,2025-01-01,YouTube,DT021,D06
C00427,Rangpur,Gaibandha,2.17,Medium (2-5 acre),Mustard,2025-04-07,Field Dealer Network,DT008,D02
C00428,Chattogram,Cox'S Bazar,1.73,Smallholder (<2 acre),Wheat,2026-01-18,SMS Campaign,DT024,D07
C00429,Rajshahi,Natore,1.2,Smallholder (<2 acre),Vegetables,2025-02-04,Direct,DT004,D01
C00430,Barishal,Bhola,0.71,Smallholder (<2 acre),Potato,2025-08-01,Field Dealer Network,DT022,D06
C00431,Chattogram,Cox'S Bazar,2.46,Medium (2-5 acre),Potato,2025-11-30,Field Dealer Network,DT024,D07
C00432,Barishal,Patuakhali,0.41,Smallholder (<2 acre),Vegetables,2025-12-08,Referral/NGO Partner,DT021,D06
C00433,Dhaka,Narayanganj,5.38,Large (>5 acre),Wheat,2025-04-16,Field Dealer Network,DT018,D05
C00434,Chattogram,Cox'S Bazar,1.78,Smallholder (<2 acre),Vegetables,2025-10-12,Organic Search,DT024,D07
C00435,Rajshahi,Pabna,0.67,Smallholder (<2 acre),Maize,2025-10-04,Facebook Ads,DT003,D01
C00436,Rangpur,Dinajpur,2.03,Medium (2-5 acre),Potato,2026-02-18,Referral/NGO Partner,DT006,D02
C00437,Rajshahi,Rajshahi,0.77,Smallholder (<2 acre),Wheat,2026-04-14,SMS Campaign,DT001,D01
C00438,Mymensingh,Jamalpur,2.68,Medium (2-5 acre),Vegetables,2025-11-26,Direct,DT014,D04
C00439,Barishal,Bhola,1.39,Smallholder (<2 acre),Mustard,2025-04-29,Referral/NGO Partner,DT022,D06
C00440,Dhaka,Tangail,1.06,Smallholder (<2 acre),Vegetables,2025-03-25,SMS Campaign,DT019,D05
C00441,Chattogram,Comilla,1.9,Smallholder (<2 acre),Rice (Boro),2026-02-12,Field Dealer Network,DT025,D07
C00442,Rajshahi,Pabna,1.4,Smallholder (<2 acre),Mustard,2025-02-22,Organic Search,DT003,D01
C00443,Barishal,Patuakhali,0.38,Smallholder (<2 acre),Rice (Boro),2026-04-19,Referral/NGO Partner,DT021,D06
C00444,Rangpur,Dinajpur,4.79,Medium (2-5 acre),Maize,2026-01-20,Facebook Ads,DT006,D02
C00445,Rangpur,Rangpur,3.16,Medium (2-5 acre),Mustard,2025-06-15,Facebook Ads,DT005,D02
C00446,Dhaka,Dhaka,0.49,Smallholder (<2 acre),Mustard,2025-06-09,Organic Search,DT016,D05
C00447,Sylhet,Habiganj,4.68,Medium (2-5 acre),Tea,2025-04-29,Field Dealer Network,DT029,D08
C00448,Dhaka,Tangail,2.73,Medium (2-5 acre),Jute,2025-05-16,YouTube,DT019,D05
C00449,Rajshahi,Pabna,1.53,Smallholder (<2 acre),Vegetables,2025-10-29,YouTube,DT003,D01
C00450,Dhaka,Narayanganj,3.6,Medium (2-5 acre),Rice (Aman),2026-03-06,SMS Campaign,DT018,D05
C00451,Rajshahi,Rajshahi,3.08,Medium (2-5 acre),Rice (Aman),2025-08-22,Organic Search,DT001,D01
C00452,Chattogram,Feni,0.78,Smallholder (<2 acre),Jute,2025-04-23,Facebook Ads,DT026,D07
C00453,Dhaka,Dhaka,1.77,Smallholder (<2 acre),Rice (Aman),2026-02-01,SMS Campaign,DT016,D05
C00454,Rangpur,Rangpur,1.51,Smallholder (<2 acre),Maize,2025-10-30,YouTube,DT005,D02
C00455,Rajshahi,Natore,2.07,Medium (2-5 acre),Wheat,2026-01-23,Facebook Ads,DT004,D01
C00456,Rangpur,Gaibandha,0.72,Smallholder (<2 acre),Maize,2025-08-04,Organic Search,DT008,D02
C00457,Sylhet,Sylhet,3.82,Medium (2-5 acre),Jute,2025-01-22,Field Dealer Network,DT027,D08
C00458,Mymensingh,Netrokona,1.75,Smallholder (<2 acre),Jute,2025-11-26,Facebook Ads,DT015,D04
C00459,Barishal,Patuakhali,1.89,Smallholder (<2 acre),Rice (Aman),2026-03-29,Organic Search,DT021,D06
C00460,Dhaka,Dhaka,2.44,Medium (2-5 acre),Rice (Aman),2025-05-02,Referral/NGO Partner,DT016,D05
C00461,Dhaka,Dhaka,5.06,Large (>5 acre),Potato,2026-03-07,Organic Search,DT016,D05
C00462,Rajshahi,Bogura,0.52,Smallholder (<2 acre),Jute,2026-02-12,Facebook Ads,DT002,D01
C00463,Sylhet,Habiganj,0.9,Smallholder (<2 acre),Maize,2025-08-07,Referral/NGO Partner,DT029,D08
C00464,Rangpur,Gaibandha,1.06,Smallholder (<2 acre),Wheat,2026-03-19,Direct,DT008,D02
C00465,Dhaka,Narayanganj,2.76,Medium (2-5 acre),Jute,2025-10-17,SMS Campaign,DT018,D05
C00466,Dhaka,Dhaka,3.49,Medium (2-5 acre),Rice (Aman),2025-02-05,Facebook Ads,DT016,D05
C00467,Dhaka,Narayanganj,2.79,Medium (2-5 acre),Potato,2025-01-15,Referral/NGO Partner,DT018,D05
C00468,Sylhet,Sylhet,1.6,Smallholder (<2 acre),Jute,2025-05-15,Facebook Ads,DT027,D08
C00469,Rajshahi,Natore,2.62,Medium (2-5 acre),Maize,2025-04-12,Organic Search,DT004,D01
C00470,Mymensingh,Mymensingh,1.73,Smallholder (<2 acre),Rice (Aman),2025-08-31,Organic Search,DT013,D04
C00471,Khulna,Bagerhat,2.11,Medium (2-5 acre),Potato,2026-03-16,Field Dealer Network,DT012,D03
C00472,Mymensingh,Mymensingh,1.95,Smallholder (<2 acre),Rice (Aman),2025-06-14,Field Dealer Network,DT013,D04
