traffic_id,date,division_id,division_name,channel,device_category,sessions,new_users,total_users,bounce_rate_pct,avg_session_duration_sec,conversions,conversion_rate_pct
2140,2025-02-08,D02,Rangpur,SMS Campaign,Mobile,27,19,24,47.0,120.0,0.0,1.85
2141,2025-02-08,D02,Rangpur,Direct,Mobile,18,14,16,47.4,77.0,0.0,2.44
2142,2025-02-08,D02,Rangpur,Direct,Mobile,24,18,22,56.4,71.0,1.0,2.15
2143,2025-02-08,D03,Khulna,Facebook Ads,Mobile,57,37,55,49.2,119.0,1.0,2.58
2144,2025-02-08,D03,Khulna,SMS Campaign,Mobile,79,58,77,51.0,98.0,2.0,2.13
2145,2025-02-08,D03,Khulna,Facebook Ads,Mobile,38,26,36,49.5,139.0,1.0,2.43
2146,2025-02-08,D03,Khulna,Organic Search,Mobile,19,12,18,43.3,97.0,0.0,2.15
2147,2025-02-08,D03,Khulna,Organic Search,Mobile,20,14,19,42.8,109.0,0.0,1.87
2148,2025-02-08,D03,Khulna,Direct,Mobile,22,17,21,53.2,112.0,0.0,2.22
2149,2025-02-08,D03,Khulna,Organic Search,Mobile,22,16,20,46.0,127.0,0.0,1.71
2150,2025-02-08,D04,Mymensingh,Direct,Mobile,62,42,58,53.9,107.0,1.0,1.9
2151,2025-02-08,D04,Mymensingh,SMS Campaign,Desktop,81,45,74,47.9,104.0,2.0,2.0
2152,2025-02-08,D04,Mymensingh,SMS Campaign,Mobile,35,27,32,51.1,139.0,1.0,1.74
2153,2025-02-08,D04,Mymensingh,Google Ads,Mobile,25,17,23,42.7,104.0,1.0,2.83
2154,2025-02-08,D04,Mymensingh,Youtube,Mobile,20,14,18,58.6,83.0,0.0,1.66
2155,2025-02-08,D04,Mymensingh,Facebook Ads,Mobile,17,12,16,51.4,65.0,0.0,1.92
2156,2025-02-08,D04,Mymensingh,Referral/Ngo Partner,Desktop,21,12,20,46.3,113.0,0.0,2.26
2157,2025-02-08,D05,Dhaka,Facebook Ads,Mobile,81,55,78,50.8,154.0,1.0,1.61
2158,2025-02-08,D05,Dhaka,Facebook Ads,Mobile,84,53,73,52.0,113.0,1.0,1.78
2159,2025-02-08,D05,Dhaka,Referral/Ngo Partner,Mobile,37,23,32,40.2,129.0,1.0,2.17
2160,2025-02-08,D05,Dhaka,Organic Search,Mobile,36,25,33,44.4,121.0,1.0,1.8
2161,2025-02-08,D05,Dhaka,Google Ads,Mobile,23,14,22,42.2,121.0,0.0,1.16
2162,2025-02-08,D05,Dhaka,Direct,Mobile,18,11,17,50.4,111.0,0.0,1.89
2163,2025-02-08,D05,Dhaka,Organic Search,Mobile,34,26,31,47.2,87.0,1.0,1.79
2164,2025-02-08,D06,Barishal,Facebook Ads,Mobile,40,26,34,54.4,91.0,1.0,1.68
2165,2025-02-08,D06,Barishal,Referral/Ngo Partner,Mobile,49,32,46,49.8,119.0,1.0,2.02
2166,2025-02-08,D06,Barishal,Youtube,Mobile,22,15,21,49.9,100.0,0.0,1.48
2167,2025-02-08,D06,Barishal,Facebook Ads,Mobile,24,13,21,46.3,125.0,0.0,1.87
2168,2025-02-08,D06,Barishal,Referral/Ngo Partner,Mobile,18,13,15,54.4,88.0,0.0,1.95
2169,2025-02-08,D06,Barishal,Organic Search,Mobile,15,10,13,39.2,96.0,0.0,1.88
2170,2025-02-08,D06,Barishal,Referral/Ngo Partner,Mobile,18,12,15,38.2,88.0,0.0,1.83
2171,2025-02-08,D07,Chattogram,Organic Search,Mobile,42,28,37,47.3,81.0,1.0,1.81
2172,2025-02-08,D07,Chattogram,Google Ads,Mobile,80,51,68,44.5,107.0,2.0,2.2
2173,2025-02-08,D07,Chattogram,Referral/Ngo Partner,Mobile,36,24,32,46.4,78.0,1.0,1.69
2174,2025-02-08,D07,Chattogram,Google Ads,Mobile,23,16,22,52.2,101.0,0.0,1.8
2175,2025-02-08,D07,Chattogram,Google Ads,Mobile,22,12,20,51.1,72.0,0.0,1.68
2176,2025-02-08,D07,Chattogram,Referral/Ngo Partner,Desktop,19,13,18,40.1,103.0,0.0,1.76
2177,2025-02-08,D07,Chattogram,Organic Search,Mobile,18,14,17,42.0,79.0,0.0,1.65
2178,2025-02-08,D08,Sylhet,Referral/Ngo Partner,Mobile,26,19,25,42.3,79.0,0.0,1.43
2179,2025-02-08,D08,Sylhet,Facebook Ads,Mobile,38,27,37,34.8,46.0,1.0,1.32
2180,2025-02-08,D08,Sylhet,Organic Search,Mobile,19,13,18,56.1,118.0,0.0,1.24
2181,2025-02-08,D08,Sylhet,Direct,Desktop,16,11,14,54.6,93.0,0.0,1.43
2182,2025-02-08,D08,Sylhet,SMS Campaign,Desktop,9,5,8,44.2,57.0,0.0,1.32
2183,2025-02-08,D08,Sylhet,Google Ads,Desktop,6,4,6,48.1,68.0,0.0,1.39
2184,2025-02-08,D08,Sylhet,SMS Campaign,Mobile,13,8,11,53.1,101.0,0.0,1.08
2185,2025-02-09,D01,Rajshahi,Youtube,Mobile,100,58,95,48.1,107.0,2.0,1.56
2186,2025-02-09,D01,Rajshahi,SMS Campaign,Mobile,97,75,92,50.3,122.0,2.0,2.03
2187,2025-02-09,D01,Rajshahi,SMS Campaign,Mobile,45,29,41,42.6,85.0,1.0,1.83
2188,2025-02-09,D01,Rajshahi,Direct,Mobile,38,29,32,54.8,79.0,1.0,2.37
2189,2025-02-09,D01,Rajshahi,Organic Search,Desktop,33,18,30,44.9,157.0,1.0,2.18
2190,2025-02-09,D01,Rajshahi,SMS Campaign,Mobile,19,12,17,42.4,71.0,0.0,2.04
2191,2025-02-09,D01,Rajshahi,Google Ads,Mobile,16,11,15,40.6,104.0,0.0,1.74
2192,2025-02-09,D02,Rangpur,Referral/Ngo Partner,Desktop,68,41,65,37.6,60.0,2.0,2.39
2193,2025-02-09,D02,Rangpur,SMS Campaign,Mobile,108,83,94,49.8,75.0,2.0,2.14
2194,2025-02-09,D02,Rangpur,Google Ads,Mobile,47,37,44,45.8,82.0,1.0,1.98
2195,2025-02-09,D02,Rangpur,Referral/Ngo Partner,Mobile,32,23,30,39.0,91.0,1.0,2.68
2196,2025-02-09,D02,Rangpur,Facebook Ads,Mobile,30,20,28,49.2,77.0,1.0,2.23
2197,2025-02-09,D02,Rangpur,Referral/Ngo Partner,Mobile,21,12,20,46.5,86.0,1.0,2.55
2198,2025-02-09,D02,Rangpur,Facebook Ads,Mobile,16,10,15,55.7,78.0,0.0,2.67
2199,2025-02-09,D03,Khulna,Youtube,Mobile,59,46,52,47.1,62.0,2.0,2.87
2200,2025-02-09,D03,Khulna,Youtube,Mobile,88,62,79,53.8,96.0,2.0,2.33
2201,2025-02-09,D03,Khulna,Youtube,Mobile,33,22,29,51.0,108.0,1.0,2.36
2202,2025-02-09,D03,Khulna,Facebook Ads,Desktop,37,24,34,50.7,130.0,1.0,1.8
2203,2025-02-09,D03,Khulna,Facebook Ads,Mobile,19,12,17,47.7,62.0,0.0,2.39
2204,2025-02-09,D03,Khulna,Organic Search,Mobile,12,7,10,45.8,120.0,0.0,2.35
2205,2025-02-09,D03,Khulna,Facebook Ads,Mobile,25,15,22,40.5,65.0,1.0,2.47
2206,2025-02-09,D04,Mymensingh,Referral/Ngo Partner,Mobile,54,40,50,50.6,59.0,1.0,2.06
2207,2025-02-09,D04,Mymensingh,Organic Search,Desktop,72,52,63,34.4,99.0,1.0,1.38
2208,2025-02-09,D04,Mymensingh,Facebook Ads,Mobile,34,19,30,47.6,104.0,1.0,2.16
2209,2025-02-09,D04,Mymensingh,Organic Search,Desktop,25,15,24,45.8,100.0,1.0,2.26
2210,2025-02-09,D04,Mymensingh,Referral/Ngo Partner,Mobile,21,14,20,51.9,82.0,0.0,1.97
2211,2025-02-09,D04,Mymensingh,Facebook Ads,Mobile,14,10,13,57.0,162.0,0.0,1.92
2212,2025-02-09,D04,Mymensingh,Youtube,Mobile,22,12,21,58.4,112.0,0.0,2.2
2213,2025-02-09,D05,Dhaka,Organic Search,Desktop,85,55,81,45.0,125.0,2.0,1.87
2214,2025-02-09,D05,Dhaka,Referral/Ngo Partner,Desktop,125,78,109,49.3,104.0,2.0,1.89
2215,2025-02-09,D05,Dhaka,Direct,Mobile,39,30,33,39.8,103.0,1.0,1.56
2216,2025-02-09,D05,Dhaka,Direct,Mobile,33,25,31,58.4,104.0,1.0,2.24
2217,2025-02-09,D05,Dhaka,Organic Search,Mobile,31,19,28,60.9,76.0,0.0,1.13
2218,2025-02-09,D05,Dhaka,Youtube,Mobile,13,10,12,48.2,44.0,0.0,2.0
2219,2025-02-09,D05,Dhaka,Google Ads,Mobile,24,15,21,50.1,125.0,0.0,1.61
2220,2025-02-09,D06,Barishal,Facebook Ads,Mobile,50,37,44,49.9,101.0,1.0,1.69
2221,2025-02-09,D06,Barishal,SMS Campaign,Mobile,81,49,70,45.8,105.0,1.0,1.16
2222,2025-02-09,D06,Barishal,SMS Campaign,Desktop,29,20,26,60.7,103.0,0.0,1.13
2223,2025-02-09,D06,Barishal,Direct,Desktop,20,16,17,46.2,124.0,0.0,1.42
2224,2025-02-09,D06,Barishal,Facebook Ads,Desktop,18,13,17,33.5,97.0,0.0,1.66
2225,2025-02-09,D06,Barishal,SMS Campaign,Mobile,14,9,12,49.9,129.0,0.0,1.99
2226,2025-02-09,D06,Barishal,Organic Search,Mobile,21,13,19,47.9,86.0,0.0,1.07
2227,2025-02-09,D07,Chattogram,Google Ads,Mobile,59,38,54,48.3,98.0,1.0,1.88
2228,2025-02-09,D07,Chattogram,Youtube,Mobile,82,62,76,45.8,69.0,1.0,1.53
2229,2025-02-09,D07,Chattogram,Referral/Ngo Partner,Mobile,26,14,23,47.9,87.0,0.0,1.38
2230,2025-02-09,D07,Chattogram,Youtube,Mobile,18,14,17,47.8,104.0,0.0,1.92
2231,2025-02-09,D07,Chattogram,Referral/Ngo Partner,Mobile,25,17,23,45.2,111.0,0.0,1.33
2232,2025-02-09,D07,Chattogram,Google Ads,Mobile,17,12,15,44.7,104.0,0.0,1.96
2233,2025-02-09,D07,Chattogram,Youtube,Mobile,12,7,10,57.2,62.0,0.0,1.63
2234,2025-02-09,D08,Sylhet,Youtube,Desktop,38,24,34,53.4,117.0,0.0,1.05
2235,2025-02-09,D08,Sylhet,Facebook Ads,Mobile,29,17,26,48.5,123.0,0.0,1.55
2236,2025-02-09,D08,Sylhet,Youtube,Mobile,9,6,8,49.5,105.0,0.0,1.47
2237,2025-02-09,D08,Sylhet,SMS Campaign,Mobile,12,8,11,49.5,100.0,0.0,1.13
2238,2025-02-09,D08,Sylhet,SMS Campaign,Mobile,14,9,13,51.5,94.0,0.0,1.43
2239,2025-02-09,D08,Sylhet,Organic Search,Mobile,6,4,5,58.4,106.0,0.0,1.16
2240,2025-02-09,D08,Sylhet,Referral/Ngo Partner,Mobile,8,6,8,43.0,74.0,0.0,1.77
2241,2025-02-10,D01,Rajshahi,Direct,Mobile,69,54,65,44.2,68.0,1.0,2.09
2242,2025-02-10,D01,Rajshahi,SMS Campaign,Desktop,88,64,76,45.2,80.0,2.0,2.19
2243,2025-02-10,D01,Rajshahi,Google Ads,Mobile,50,35,43,58.0,101.0,1.0,2.41
2244,2025-02-10,D01,Rajshahi,SMS Campaign,Mobile,32,19,29,37.4,92.0,1.0,2.37
2245,2025-02-10,D01,Rajshahi,Referral/Ngo Partner,Mobile,29,23,25,47.4,90.0,1.0,1.89
2246,2025-02-10,D01,Rajshahi,Direct,Desktop,22,14,20,50.8,125.0,0.0,2.19
2247,2025-02-10,D01,Rajshahi,Facebook Ads,Mobile,20,16,17,49.6,103.0,0.0,2.03
2248,2025-02-10,D02,Rangpur,SMS Campaign,Mobile,54,31,47,42.2,109.0,1.0,2.13
2249,2025-02-10,D02,Rangpur,Organic Search,Mobile,82,48,78,50.8,94.0,2.0,2.37
2250,2025-02-10,D02,Rangpur,Youtube,Mobile,41,28,35,45.3,67.0,1.0,2.39
2251,2025-02-10,D02,Rangpur,Organic Search,Mobile,26,19,22,53.3,101.0,1.0,3.15
2252,2025-02-10,D02,Rangpur,Organic Search,Mobile,32,21,29,48.2,97.0,1.0,2.1
2253,2025-02-10,D02,Rangpur,Direct,Mobile,16,9,14,37.6,116.0,0.0,2.43
2254,2025-02-10,D02,Rangpur,Organic Search,Mobile,27,21,26,47.2,97.0,1.0,2.13
2255,2025-02-10,D03,Khulna,Google Ads,Desktop,56,38,54,44.5,151.0,1.0,1.9
2256,2025-02-10,D03,Khulna,Youtube,Mobile,85,55,79,51.3,90.0,2.0,2.53
2257,2025-02-10,D03,Khulna,Organic Search,Mobile,30,23,27,49.9,92.0,1.0,2.02
2258,2025-02-10,D03,Khulna,Youtube,Mobile,29,20,25,57.1,77.0,1.0,2.19
2259,2025-02-10,D03,Khulna,Facebook Ads,Mobile,24,16,22,59.2,103.0,0.0,1.93
2260,2025-02-10,D03,Khulna,Google Ads,Desktop,16,13,15,46.7,112.0,0.0,2.31
2261,2025-02-10,D03,Khulna,Facebook Ads,Mobile,16,11,15,55.7,99.0,0.0,1.88
2262,2025-02-10,D04,Mymensingh,Direct,Mobile,50,29,46,43.2,105.0,1.0,2.27
2263,2025-02-10,D04,Mymensingh,Google Ads,Mobile,74,56,67,49.5,103.0,1.0,1.92
2264,2025-02-10,D04,Mymensingh,SMS Campaign,Mobile,38,29,34,44.5,136.0,1.0,2.03
2265,2025-02-10,D04,Mymensingh,Youtube,Mobile,23,14,22,43.5,167.0,1.0,2.4
2266,2025-02-10,D04,Mymensingh,Google Ads,Mobile,16,11,14,52.4,133.0,0.0,1.5
2267,2025-02-10,D04,Mymensingh,Referral/Ngo Partner,Mobile,15,9,14,50.2,64.0,0.0,1.43
2268,2025-02-10,D04,Mymensingh,Google Ads,Mobile,18,13,16,43.5,71.0,0.0,2.54
2269,2025-02-10,D05,Dhaka,Youtube,Mobile,71,53,67,42.9,119.0,1.0,1.55
2270,2025-02-10,D05,Dhaka,Direct,Mobile,123,71,110,54.0,103.0,2.0,1.67
2271,2025-02-10,D05,Dhaka,Google Ads,Mobile,41,28,37,48.9,119.0,1.0,1.63
2272,2025-02-10,D05,Dhaka,Organic Search,Mobile,37,26,32,48.0,119.0,1.0,1.46
2273,2025-02-10,D05,Dhaka,Direct,Mobile,25,17,23,38.2,122.0,0.0,1.81
2274,2025-02-10,D05,Dhaka,Facebook Ads,Mobile,22,16,21,49.8,113.0,0.0,1.46
2275,2025-02-10,D05,Dhaka,SMS Campaign,Mobile,13,10,11,45.5,74.0,0.0,1.69
2276,2025-02-10,D06,Barishal,Google Ads,Mobile,38,27,36,52.4,84.0,1.0,1.95
2277,2025-02-10,D06,Barishal,Direct,Mobile,63,47,58,48.6,84.0,1.0,1.39
2278,2025-02-10,D06,Barishal,Facebook Ads,Mobile,33,21,29,43.6,81.0,1.0,1.66
2279,2025-02-10,D06,Barishal,SMS Campaign,Mobile,17,12,15,26.8,92.0,0.0,1.46
2280,2025-02-10,D06,Barishal,Google Ads,Mobile,20,14,19,41.2,75.0,0.0,1.77
2281,2025-02-10,D06,Barishal,Facebook Ads,Mobile,16,10,14,37.3,72.0,0.0,1.21
2282,2025-02-10,D06,Barishal,Organic Search,Mobile,15,11,13,50.8,87.0,0.0,1.65
2283,2025-02-10,D07,Chattogram,Facebook Ads,Mobile,60,37,58,58.1,51.0,1.0,1.66
2284,2025-02-10,D07,Chattogram,Direct,Mobile,88,57,77,34.0,57.0,2.0,2.23
2285,2025-02-10,D07,Chattogram,Direct,Mobile,25,17,23,46.3,59.0,0.0,1.5
2286,2025-02-10,D07,Chattogram,Organic Search,Mobile,31,20,27,47.8,116.0,0.0,1.48
2287,2025-02-10,D07,Chattogram,SMS Campaign,Mobile,22,17,19,47.0,126.0,0.0,2.03
2288,2025-02-10,D07,Chattogram,Facebook Ads,Mobile,10,7,10,53.0,118.0,0.0,1.44
2289,2025-02-10,D07,Chattogram,SMS Campaign,Mobile,13,9,12,52.7,107.0,0.0,1.86
2290,2025-02-10,D08,Sylhet,Organic Search,Mobile,25,17,21,38.2,115.0,0.0,1.19
2291,2025-02-10,D08,Sylhet,Organic Search,Mobile,35,20,33,45.8,131.0,0.0,1.18
2292,2025-02-10,D08,Sylhet,Direct,Mobile,16,9,15,45.8,70.0,0.0,1.68
2293,2025-02-10,D08,Sylhet,Referral/Ngo Partner,Desktop,15,11,14,47.2,100.0,0.0,1.41
2294,2025-02-10,D08,Sylhet,Organic Search,Mobile,7,5,6,32.2,100.0,0.0,1.25
2295,2025-02-10,D08,Sylhet,Referral/Ngo Partner,Mobile,6,5,5,64.6,98.0,0.0,1.56
2296,2025-02-10,D08,Sylhet,Facebook Ads,Mobile,11,9,9,49.7,105.0,0.0,1.35
2297,2025-02-11,D01,Rajshahi,Facebook Ads,Mobile,66,52,59,38.8,108.0,1.0,1.76
2298,2025-02-11,D01,Rajshahi,Youtube,Mobile,81,56,72,57.1,105.0,2.0,2.5
2299,2025-02-11,D01,Rajshahi,Organic Search,Desktop,41,25,36,55.5,75.0,1.0,2.09
2300,2025-02-11,D01,Rajshahi,SMS Campaign,Mobile,38,22,35,51.7,86.0,1.0,1.66
2301,2025-02-11,D01,Rajshahi,Youtube,Mobile,27,17,25,50.8,76.0,1.0,1.97
2302,2025-02-11,D01,Rajshahi,Organic Search,Mobile,18,10,17,47.8,104.0,0.0,1.48
2303,2025-02-11,D01,Rajshahi,Referral/Ngo Partner,Mobile,18,10,16,47.5,113.0,0.0,2.16
2304,2025-02-11,D02,Rangpur,Google Ads,Mobile,74,58,63,34.6,124.0,2.0,2.23
2305,2025-02-11,D02,Rangpur,Facebook Ads,Mobile,57,39,49,40.7,92.0,1.0,1.93
2306,2025-02-11,D02,Rangpur,Direct,Mobile,43,25,37,44.3,84.0,1.0,2.02
2307,2025-02-11,D02,Rangpur,Facebook Ads,Mobile,26,18,23,31.6,97.0,1.0,2.43
2308,2025-02-11,D02,Rangpur,Direct,Desktop,24,18,23,52.6,60.0,0.0,1.91
2309,2025-02-11,D02,Rangpur,Direct,Mobile,19,12,18,45.8,65.0,0.0,2.02
2310,2025-02-11,D02,Rangpur,SMS Campaign,Mobile,28,18,24,50.9,77.0,0.0,1.31
2311,2025-02-11,D03,Khulna,Organic Search,Mobile,48,37,42,43.6,102.0,1.0,2.22
2312,2025-02-11,D03,Khulna,SMS Campaign,Mobile,103,66,92,57.7,139.0,2.0,2.06
2313,2025-02-11,D03,Khulna,Google Ads,Desktop,33,26,30,55.9,106.0,1.0,1.93
2314,2025-02-11,D03,Khulna,Facebook Ads,Mobile,24,14,23,42.8,118.0,1.0,2.16
2315,2025-02-11,D03,Khulna,Google Ads,Mobile,26,18,23,41.5,89.0,1.0,2.21
2316,2025-02-11,D03,Khulna,SMS Campaign,Mobile,17,11,16,44.8,87.0,0.0,1.84
2317,2025-02-11,D03,Khulna,Facebook Ads,Mobile,10,6,9,46.1,122.0,0.0,2.79
2318,2025-02-11,D04,Mymensingh,SMS Campaign,Mobile,68,41,63,47.7,118.0,2.0,2.47
2319,2025-02-11,D04,Mymensingh,Direct,Mobile,65,41,56,45.8,102.0,2.0,2.68
2320,2025-02-11,D04,Mymensingh,Google Ads,Desktop,26,17,25,48.7,134.0,0.0,1.54
2321,2025-02-11,D04,Mymensingh,Referral/Ngo Partner,Mobile,31,20,30,45.8,74.0,1.0,2.12
2322,2025-02-11,D04,Mymensingh,SMS Campaign,Mobile,18,14,16,50.0,129.0,0.0,2.6
2323,2025-02-11,D04,Mymensingh,SMS Campaign,Mobile,16,10,15,50.1,69.0,0.0,2.25
2324,2025-02-11,D04,Mymensingh,Youtube,Mobile,19,11,16,45.6,83.0,0.0,2.45
2325,2025-02-11,D05,Dhaka,Organic Search,Mobile,76,47,65,54.3,116.0,1.0,1.58
2326,2025-02-11,D05,Dhaka,Youtube,Mobile,79,55,73,54.3,66.0,2.0,1.93
2327,2025-02-11,D05,Dhaka,Google Ads,Mobile,37,26,32,61.7,91.0,1.0,1.74
2328,2025-02-11,D05,Dhaka,Organic Search,Desktop,35,20,34,45.3,105.0,1.0,1.98
2329,2025-02-11,D05,Dhaka,Referral/Ngo Partner,Mobile,30,22,28,35.1,131.0,0.0,1.49
2330,2025-02-11,D05,Dhaka,SMS Campaign,Desktop,21,12,19,36.4,70.0,0.0,1.91
2331,2025-02-11,D05,Dhaka,Google Ads,Mobile,21,13,20,44.7,97.0,0.0,1.77
2332,2025-02-11,D06,Barishal,Youtube,Mobile,48,31,44,49.3,77.0,1.0,1.73
2333,2025-02-11,D06,Barishal,SMS Campaign,Mobile,57,42,53,53.4,105.0,1.0,1.98
2334,2025-02-11,D06,Barishal,Google Ads,Mobile,18,11,17,47.5,104.0,0.0,1.49
2335,2025-02-11,D06,Barishal,Referral/Ngo Partner,Mobile,21,15,20,42.0,92.0,0.0,1.71
2336,2025-02-11,D06,Barishal,SMS Campaign,Desktop,22,15,20,52.9,91.0,0.0,1.84
2337,2025-02-11,D06,Barishal,Direct,Mobile,10,6,9,45.8,98.0,0.0,1.75
2338,2025-02-11,D06,Barishal,SMS Campaign,Mobile,14,10,14,44.4,108.0,0.0,1.69
2339,2025-02-11,D07,Chattogram,Direct,Mobile,47,34,44,60.2,109.0,1.0,1.36
2340,2025-02-11,D07,Chattogram,Youtube,Desktop,61,43,57,60.1,67.0,1.0,1.78
2341,2025-02-11,D07,Chattogram,Google Ads,Mobile,35,26,31,52.3,78.0,1.0,2.44
2342,2025-02-11,D07,Chattogram,Youtube,Mobile,23,14,22,51.6,107.0,0.0,1.95
2343,2025-02-11,D07,Chattogram,Organic Search,Mobile,17,11,16,52.8,96.0,0.0,1.71
2344,2025-02-11,D07,Chattogram,Facebook Ads,Desktop,15,10,13,55.1,53.0,0.0,1.93
2345,2025-02-11,D07,Chattogram,Youtube,Desktop,18,11,17,47.9,97.0,0.0,1.72
2346,2025-02-11,D08,Sylhet,Google Ads,Mobile,30,23,26,46.6,162.0,0.0,1.12
2347,2025-02-11,D08,Sylhet,Organic Search,Mobile,37,27,34,51.6,108.0,0.0,1.09
2348,2025-02-11,D08,Sylhet,Organic Search,Mobile,14,9,12,46.8,129.0,0.0,0.91
2349,2025-02-11,D08,Sylhet,Referral/Ngo Partner,Mobile,7,5,6,53.8,92.0,0.0,1.5
2350,2025-02-11,D08,Sylhet,Google Ads,Mobile,11,8,10,58.1,54.0,0.0,1.29
2351,2025-02-11,D08,Sylhet,SMS Campaign,Mobile,8,5,7,57.2,93.0,0.0,1.78
2352,2025-02-11,D08,Sylhet,Direct,Mobile,9,7,8,56.1,66.0,0.0,0.95
2353,2025-02-12,D01,Rajshahi,SMS Campaign,Mobile,86,65,83,51.2,58.0,2.0,2.19
2354,2025-02-12,D01,Rajshahi,Google Ads,Mobile,98,70,86,51.3,140.0,1.0,1.48
2355,2025-02-12,D01,Rajshahi,Direct,Mobile,34,20,32,46.6,111.0,1.0,2.46
2356,2025-02-12,D01,Rajshahi,Direct,Mobile,26,18,24,56.6,116.0,1.0,2.28
2357,2025-02-12,D01,Rajshahi,Google Ads,Mobile,32,25,29,48.6,68.0,1.0,1.87
2358,2025-02-12,D01,Rajshahi,Direct,Mobile,21,13,20,50.2,73.0,0.0,2.05
2359,2025-02-12,D01,Rajshahi,Google Ads,Mobile,25,20,22,46.3,100.0,0.0,1.58
2360,2025-02-12,D02,Rangpur,Referral/Ngo Partner,Desktop,66,39,58,40.5,85.0,2.0,2.53
2361,2025-02-12,D02,Rangpur,Google Ads,Mobile,91,70,78,49.7,113.0,2.0,2.17
2362,2025-02-12,D02,Rangpur,SMS Campaign,Mobile,33,20,29,49.3,132.0,1.0,1.77
2363,2025-02-12,D02,Rangpur,Facebook Ads,Mobile,40,27,34,57.5,102.0,1.0,2.35
2364,2025-02-12,D02,Rangpur,SMS Campaign,Desktop,28,17,27,42.2,110.0,1.0,2.0
2365,2025-02-12,D02,Rangpur,Organic Search,Mobile,20,12,17,49.8,115.0,0.0,2.27
2366,2025-02-12,D02,Rangpur,Referral/Ngo Partner,Mobile,28,21,24,45.8,108.0,0.0,1.52
2367,2025-02-12,D03,Khulna,Referral/Ngo Partner,Mobile,79,46,71,44.4,107.0,2.0,2.04
2368,2025-02-12,D03,Khulna,Google Ads,Mobile,65,42,58,59.0,90.0,1.0,1.93
2369,2025-02-12,D03,Khulna,Referral/Ngo Partner,Desktop,28,17,26,44.1,80.0,1.0,2.69
2370,2025-02-12,D03,Khulna,Organic Search,Mobile,33,21,31,61.3,87.0,1.0,1.82
2371,2025-02-12,D03,Khulna,Direct,Mobile,18,12,16,47.2,45.0,0.0,1.65
2372,2025-02-12,D03,Khulna,Referral/Ngo Partner,Mobile,13,10,12,51.5,107.0,0.0,2.03
2373,2025-02-12,D03,Khulna,Google Ads,Desktop,21,16,18,51.1,63.0,0.0,2.22
2374,2025-02-12,D04,Mymensingh,Google Ads,Mobile,42,26,36,49.2,99.0,1.0,1.89
2375,2025-02-12,D04,Mymensingh,SMS Campaign,Desktop,62,36,58,53.6,110.0,1.0,2.03
2376,2025-02-12,D04,Mymensingh,Organic Search,Mobile,39,28,36,60.7,99.0,1.0,2.19
2377,2025-02-12,D04,Mymensingh,SMS Campaign,Mobile,26,19,25,42.2,87.0,1.0,2.65
2378,2025-02-12,D04,Mymensingh,Direct,Mobile,22,13,19,54.1,130.0,0.0,2.2
2379,2025-02-12,D04,Mymensingh,Referral/Ngo Partner,Mobile,16,12,15,44.8,107.0,0.0,1.63
2380,2025-02-12,D04,Mymensingh,SMS Campaign,Mobile,17,10,15,56.5,128.0,0.0,2.08
2381,2025-02-12,D05,Dhaka,Organic Search,Mobile,64,36,55,49.5,82.0,1.0,2.07
2382,2025-02-12,D05,Dhaka,Referral/Ngo Partner,Mobile,85,67,79,55.5,88.0,1.0,1.73
2383,2025-02-12,D05,Dhaka,Direct,Mobile,38,23,37,41.2,83.0,1.0,1.79
2384,2025-02-12,D05,Dhaka,Facebook Ads,Mobile,42,32,39,45.5,93.0,1.0,1.67
2385,2025-02-12,D05,Dhaka,Google Ads,Mobile,29,20,28,54.5,49.0,0.0,1.64
2386,2025-02-12,D05,Dhaka,Direct,Mobile,23,18,21,45.4,45.0,0.0,1.82
2387,2025-02-12,D05,Dhaka,Direct,Mobile,21,12,18,51.5,66.0,0.0,1.92
2388,2025-02-12,D06,Barishal,SMS Campaign,Mobile,58,43,52,43.0,143.0,1.0,1.46
2389,2025-02-12,D06,Barishal,Facebook Ads,Mobile,60,34,56,55.0,115.0,1.0,1.49
2390,2025-02-12,D06,Barishal,Google Ads,Mobile,26,20,24,47.7,130.0,0.0,1.57
2391,2025-02-12,D06,Barishal,Youtube,Mobile,19,11,16,55.8,69.0,0.0,1.83
2392,2025-02-12,D06,Barishal,Google Ads,Mobile,21,17,19,44.8,136.0,0.0,1.54
2393,2025-02-12,D06,Barishal,Referral/Ngo Partner,Mobile,8,6,7,61.3,44.0,0.0,1.5
2394,2025-02-12,D06,Barishal,SMS Campaign,Mobile,20,13,18,46.5,160.0,0.0,1.74
2395,2025-02-12,D07,Chattogram,Youtube,Mobile,57,44,51,41.0,45.0,1.0,1.66
2396,2025-02-12,D07,Chattogram,Facebook Ads,Mobile,64,47,62,54.4,111.0,1.0,1.71
2397,2025-02-12,D07,Chattogram,Direct,Mobile,23,17,21,51.1,109.0,0.0,1.61
2398,2025-02-12,D07,Chattogram,Youtube,Mobile,32,22,29,46.8,92.0,1.0,1.74
2399,2025-02-12,D07,Chattogram,Referral/Ngo Partner,Mobile,24,15,21,42.6,105.0,0.0,2.02
2400,2025-02-12,D07,Chattogram,Youtube,Mobile,9,5,8,53.5,52.0,0.0,1.64
2401,2025-02-12,D07,Chattogram,Youtube,Mobile,14,9,13,47.7,131.0,0.0,1.66
