order_id,date,customer_id,division_id,division_name,district_name,product_id,device_model,channel,quantity,unit_price_bdt,discount_pct,total_amount_bdt,payment_method
ORD01252,2025-05-22,C00107,D04,Mymensingh,Jamalpur,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,Cash on Delivery
ORD01251,2025-05-22,C00918,D01,Rajshahi,Bogura,P02,Matir Doctor Pro,Field Dealer Network,2,4800,0,9600.0,Cash on Delivery
ORD01250,2025-05-22,C00788,D03,Khulna,Bagerhat,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,bKash
ORD01248,2025-05-22,C00361,D07,Chattogram,Chattogram,P02,Matir Doctor Pro,Field Dealer Network,3,4800,0,14400.0,bKash
ORD01247,2025-05-22,C01027,D08,Sylhet,Moulvibazar,P02,Matir Doctor Pro,Field Dealer Network,2,4800,0,9600.0,bKash
ORD01246,2025-05-22,C00008,D06,Barishal,Barishal,P02,Matir Doctor Pro,FairFarm App,1,4800,5,4560.0,Cash on Delivery
ORD01249,2025-05-22,C00483,D05,Dhaka,Tangail,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,Bank Transfer
ORD01254,2025-05-23,C00107,D04,Mymensingh,Jamalpur,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,bKash
ORD01255,2025-05-23,C00451,D01,Rajshahi,Rajshahi,P02,Matir Doctor Pro,FairFarm Website,3,4800,0,14400.0,bKash
ORD01256,2025-05-23,C01059,D04,Mymensingh,Mymensingh,P03,Matir Doctor Pro+ (NPK),Facebook Shop,2,7900,0,15800.0,bKash
ORD01257,2025-05-23,C00232,D03,Khulna,Khulna,P01,Matir Doctor Lite,FairFarm Website,1,2500,0,2500.0,Cash on Delivery
ORD01264,2025-05-24,C01408,D01,Rajshahi,Natore,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,Nagad
ORD01266,2025-05-24,C00098,D01,Rajshahi,Rajshahi,P02,Matir Doctor Pro,FairFarm Website,1,4800,0,4800.0,Bank Transfer
ORD01265,2025-05-24,C00960,D04,Mymensingh,Netrokona,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,Bank Transfer
ORD01263,2025-05-24,C00803,D07,Chattogram,Chattogram,P02,Matir Doctor Pro,Field Dealer Network,3,4800,0,14400.0,Cash on Delivery
ORD01258,2025-05-24,C00617,D06,Barishal,Bhola,P03,Matir Doctor Pro+ (NPK),FairFarm Website,1,7900,0,7900.0,bKash
ORD01261,2025-05-24,C00029,D01,Rajshahi,Rajshahi,P02,Matir Doctor Pro,FairFarm App,2,4800,5,9120.0,Bank Transfer
ORD01260,2025-05-24,C01443,D01,Rajshahi,Pabna,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,bKash
ORD01259,2025-05-24,C00506,D06,Barishal,Barishal,P01,Matir Doctor Lite,FairFarm Website,1,2500,5,2375.0,Nagad
ORD01262,2025-05-24,C00772,D05,Dhaka,Dhaka,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,Nagad
ORD01267,2025-05-25,C01085,D08,Sylhet,Moulvibazar,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,Cash on Delivery
ORD01268,2025-05-25,C00012,D07,Chattogram,Cox's Bazar,P02,Matir Doctor Pro,FairFarm App,3,4800,0,14400.0,bKash
ORD01269,2025-05-25,C00327,D06,Barishal,Bhola,P02,Matir Doctor Pro,FairFarm Website,2,4800,0,9600.0,Bank Transfer
ORD01270,2025-05-25,C01294,D03,Khulna,Satkhira,P01,Matir Doctor Lite,FairFarm App,3,2500,5,7125.0,bKash
ORD01271,2025-05-25,C00359,D04,Mymensingh,Mymensingh,P01,Matir Doctor Lite,FairFarm Website,1,2500,0,2500.0,Rocket
ORD01272,2025-05-25,C00321,D07,Chattogram,Cox's Bazar,P02,Matir Doctor Pro,Facebook Shop,3,4800,0,14400.0,Nagad
ORD01281,2025-05-26,C00707,D06,Barishal,Patuakhali,P02,Matir Doctor Pro,FairFarm Website,3,4800,0,14400.0,bKash
ORD01285,2025-05-26,C01320,D07,Chattogram,Comilla,P03,Matir Doctor Pro+ (NPK),FairFarm App,1,7900,5,7505.0,Nagad
ORD01284,2025-05-26,C00044,D03,Khulna,Khulna,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,Bank Transfer
ORD01283,2025-05-26,C00615,D02,Rangpur,Gaibandha,P02,Matir Doctor Pro,FairFarm Website,2,4800,5,9120.0,Bank Transfer
ORD01282,2025-05-26,C01006,D03,Khulna,Bagerhat,P02,Matir Doctor Pro,FairFarm Website,1,4800,0,4800.0,bKash
ORD01280,2025-05-26,C01198,D05,Dhaka,Narayanganj,P03,Matir Doctor Pro+ (NPK),FairFarm App,2,7900,0,15800.0,Cash on Delivery
ORD01273,2025-05-26,C00527,D08,Sylhet,Sylhet,P02,Matir Doctor Pro,Field Dealer Network,1,4800,5,4560.0,bKash
ORD01278,2025-05-26,C00788,D03,Khulna,Bagerhat,P02,Matir Doctor Pro,FairFarm Website,1,4800,0,4800.0,bKash
ORD01277,2025-05-26,C00768,D01,Rajshahi,Natore,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,bKash
ORD01276,2025-05-26,C00487,D04,Mymensingh,Jamalpur,P01,Matir Doctor Lite,FairFarm App,2,2500,5,4750.0,Cash on Delivery
ORD01275,2025-05-26,C00912,D07,Chattogram,Feni,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,bKash
ORD01274,2025-05-26,C00254,D02,Rangpur,Dinajpur,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,Rocket
ORD01279,2025-05-26,C00877,D03,Khulna,Satkhira,P03,Matir Doctor Pro+ (NPK),FairFarm App,1,7900,0,7900.0,Bank Transfer
ORD01292,2025-05-27,C00232,D03,Khulna,Khulna,P03,Matir Doctor Pro+ (NPK),FairFarm App,1,7900,0,7900.0,Nagad
ORD01291,2025-05-27,C00852,D02,Rangpur,Rangpur,P02,Matir Doctor Pro,Facebook Shop,2,4800,0,9600.0,Bank Transfer
ORD01290,2025-05-27,C01189,D01,Rajshahi,Pabna,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,Rocket
ORD01293,2025-05-27,C00422,D01,Rajshahi,Pabna,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,Rocket
ORD01288,2025-05-27,C00001,D06,Barishal,Bhola,P01,Matir Doctor Lite,Facebook Shop,3,2500,0,7500.0,Bank Transfer
ORD01287,2025-05-27,C00483,D05,Dhaka,Tangail,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,Cash on Delivery
ORD01286,2025-05-27,C01424,D03,Khulna,Satkhira,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,bKash
ORD01289,2025-05-27,C01080,D03,Khulna,Khulna,P02,Matir Doctor Pro,FairFarm Website,3,4800,0,14400.0,Cash on Delivery
ORD01302,2025-05-28,C01427,D01,Rajshahi,Bogura,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,Rocket
ORD01301,2025-05-28,C01363,D05,Dhaka,Gazipur,P01,Matir Doctor Lite,FairFarm App,2,2500,5,4750.0,bKash
ORD01300,2025-05-28,C01148,D06,Barishal,Barishal,P02,Matir Doctor Pro,Field Dealer Network,2,4800,5,9120.0,bKash
ORD01299,2025-05-28,C00228,D04,Mymensingh,Netrokona,P02,Matir Doctor Pro,Field Dealer Network,3,4800,0,14400.0,Cash on Delivery
ORD01298,2025-05-28,C00976,D05,Dhaka,Gazipur,P01,Matir Doctor Lite,FairFarm Website,1,2500,0,2500.0,Nagad
ORD01296,2025-05-28,C01265,D05,Dhaka,Narayanganj,P01,Matir Doctor Lite,Facebook Shop,3,2500,5,7125.0,bKash
ORD01295,2025-05-28,C01043,D05,Dhaka,Tangail,P01,Matir Doctor Lite,Facebook Shop,3,2500,5,7125.0,Bank Transfer
ORD01294,2025-05-28,C01322,D04,Mymensingh,Jamalpur,P01,Matir Doctor Lite,Field Dealer Network,1,2500,5,2375.0,Cash on Delivery
ORD01297,2025-05-28,C00137,D08,Sylhet,Habiganj,P01,Matir Doctor Lite,FairFarm Website,1,2500,0,2500.0,bKash
ORD01309,2025-05-29,C00575,D07,Chattogram,Feni,P03,Matir Doctor Pro+ (NPK),Facebook Shop,1,7900,0,7900.0,Cash on Delivery
ORD01313,2025-05-29,C01297,D01,Rajshahi,Pabna,P02,Matir Doctor Pro,Field Dealer Network,2,4800,0,9600.0,bKash
ORD01312,2025-05-29,C00282,D02,Rangpur,Gaibandha,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,Bank Transfer
ORD01310,2025-05-29,C00697,D06,Barishal,Barishal,P02,Matir Doctor Pro,FairFarm Website,1,4800,0,4800.0,Bank Transfer
ORD01308,2025-05-29,C00743,D07,Chattogram,Chattogram,P02,Matir Doctor Pro,Field Dealer Network,1,4800,0,4800.0,Cash on Delivery
ORD01311,2025-05-29,C00024,D07,Chattogram,Comilla,P02,Matir Doctor Pro,FairFarm App,1,4800,10,4320.0,bKash
ORD01306,2025-05-29,C00414,D07,Chattogram,Chattogram,P01,Matir Doctor Lite,Field Dealer Network,3,2500,0,7500.0,bKash
ORD01305,2025-05-29,C00686,D03,Khulna,Jashore,P02,Matir Doctor Pro,Facebook Shop,2,4800,0,9600.0,bKash
ORD01307,2025-05-29,C00090,D04,Mymensingh,Jamalpur,P02,Matir Doctor Pro,Field Dealer Network,2,4800,0,9600.0,bKash
ORD01304,2025-05-29,C00462,D01,Rajshahi,Bogura,P02,Matir Doctor Pro,FairFarm App,1,4800,5,4560.0,bKash
ORD01303,2025-05-29,C00734,D03,Khulna,Jashore,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,bKash
ORD01314,2025-05-30,C00667,D06,Barishal,Patuakhali,P01,Matir Doctor Lite,Facebook Shop,1,2500,0,2500.0,Cash on Delivery
ORD01315,2025-05-30,C00934,D06,Barishal,Patuakhali,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,Cash on Delivery
ORD01316,2025-05-30,C01328,D05,Dhaka,Gazipur,P02,Matir Doctor Pro,Field Dealer Network,1,4800,0,4800.0,Cash on Delivery
ORD01317,2025-05-30,C00821,D01,Rajshahi,Bogura,P03,Matir Doctor Pro+ (NPK),Field Dealer Network,3,7900,0,23700.0,Bank Transfer
ORD01318,2025-05-30,C00304,D04,Mymensingh,Jamalpur,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,Nagad
ORD01319,2025-05-30,C00903,D01,Rajshahi,Pabna,P02,Matir Doctor Pro,Facebook Shop,1,4800,0,4800.0,Cash on Delivery
ORD01330,2025-05-31,C00759,D01,Rajshahi,Natore,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,Nagad
ORD01329,2025-05-31,C00094,D03,Khulna,Jashore,P02,Matir Doctor Pro,FairFarm Website,1,4800,0,4800.0,bKash
ORD01328,2025-05-31,C01037,D03,Khulna,Jashore,P02,Matir Doctor Pro,Field Dealer Network,2,4800,0,9600.0,Bank Transfer
ORD01326,2025-05-31,C00939,D07,Chattogram,Comilla,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,bKash
ORD01325,2025-05-31,C00064,D06,Barishal,Bhola,P02,Matir Doctor Pro,Field Dealer Network,1,4800,0,4800.0,Cash on Delivery
ORD01327,2025-05-31,C00253,D04,Mymensingh,Jamalpur,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,bKash
ORD01323,2025-05-31,C00900,D04,Mymensingh,Netrokona,P03,Matir Doctor Pro+ (NPK),FairFarm App,1,7900,0,7900.0,Cash on Delivery
ORD01322,2025-05-31,C00920,D04,Mymensingh,Mymensingh,P03,Matir Doctor Pro+ (NPK),Facebook Shop,1,7900,10,7110.0,bKash
ORD01321,2025-05-31,C01229,D07,Chattogram,Feni,P02,Matir Doctor Pro,FairFarm Website,3,4800,0,14400.0,Nagad
ORD01320,2025-05-31,C01139,D01,Rajshahi,Rajshahi,P03,Matir Doctor Pro+ (NPK),FairFarm App,2,7900,0,15800.0,Nagad
ORD01324,2025-05-31,C00869,D01,Rajshahi,Bogura,P02,Matir Doctor Pro,FairFarm Website,2,4800,0,9600.0,Cash on Delivery
ORD01340,2025-06-01,C01457,D02,Rangpur,Kurigram,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,Nagad
ORD01339,2025-06-01,C00585,D07,Chattogram,Comilla,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,Rocket
ORD01338,2025-06-01,C00746,D04,Mymensingh,Netrokona,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,bKash
ORD01337,2025-06-01,C00707,D06,Barishal,Patuakhali,P02,Matir Doctor Pro,FairFarm App,3,4800,0,14400.0,Nagad
ORD01336,2025-06-01,C00293,D07,Chattogram,Feni,P02,Matir Doctor Pro,FairFarm Website,3,4800,0,14400.0,bKash
ORD01334,2025-06-01,C00533,D03,Khulna,Jashore,P03,Matir Doctor Pro+ (NPK),FairFarm App,1,7900,0,7900.0,bKash
ORD01333,2025-06-01,C01148,D06,Barishal,Barishal,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,bKash
ORD01332,2025-06-01,C01315,D01,Rajshahi,Pabna,P01,Matir Doctor Lite,FairFarm Website,1,2500,0,2500.0,bKash
ORD01331,2025-06-01,C00164,D01,Rajshahi,Natore,P01,Matir Doctor Lite,Field Dealer Network,1,2500,10,2250.0,Bank Transfer
ORD01335,2025-06-01,C01098,D06,Barishal,Patuakhali,P01,Matir Doctor Lite,FairFarm Website,1,2500,10,2250.0,Rocket
ORD01348,2025-06-02,C00899,D02,Rangpur,Rangpur,P02,Matir Doctor Pro,Field Dealer Network,2,4800,0,9600.0,bKash
ORD01352,2025-06-02,C01084,D07,Chattogram,Feni,P02,Matir Doctor Pro,Field Dealer Network,1,4800,0,4800.0,bKash
ORD01351,2025-06-02,C01084,D07,Chattogram,Feni,P03,Matir Doctor Pro+ (NPK),Field Dealer Network,3,7900,0,23700.0,bKash
ORD01350,2025-06-02,C01361,D05,Dhaka,Dhaka,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,Cash on Delivery
ORD01349,2025-06-02,C01414,D08,Sylhet,Sylhet,P01,Matir Doctor Lite,FairFarm Website,3,2500,0,7500.0,Nagad
ORD01347,2025-06-02,C00545,D01,Rajshahi,Natore,P02,Matir Doctor Pro,FairFarm Website,2,4800,0,9600.0,Cash on Delivery
ORD01341,2025-06-02,C00623,D08,Sylhet,Moulvibazar,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,bKash
ORD01345,2025-06-02,C00583,D01,Rajshahi,Bogura,P01,Matir Doctor Lite,Field Dealer Network,3,2500,0,7500.0,bKash
ORD01344,2025-06-02,C00363,D01,Rajshahi,Bogura,P02,Matir Doctor Pro,Field Dealer Network,1,4800,0,4800.0,Rocket
ORD01343,2025-06-02,C00288,D03,Khulna,Khulna,P03,Matir Doctor Pro+ (NPK),Facebook Shop,2,7900,0,15800.0,bKash
ORD01342,2025-06-02,C00576,D04,Mymensingh,Mymensingh,P01,Matir Doctor Lite,Field Dealer Network,2,2500,5,4750.0,bKash
ORD01346,2025-06-02,C00357,D06,Barishal,Barishal,P02,Matir Doctor Pro,FairFarm App,2,4800,5,9120.0,Bank Transfer
ORD01353,2025-06-03,C00749,D06,Barishal,Bhola,P02,Matir Doctor Pro,FairFarm Website,2,4800,0,9600.0,Nagad
ORD01354,2025-06-03,C00886,D03,Khulna,Jashore,P02,Matir Doctor Pro,FairFarm Website,1,4800,0,4800.0,Bank Transfer
ORD01355,2025-06-03,C00530,D03,Khulna,Satkhira,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,bKash
ORD01366,2025-06-04,C00927,D02,Rangpur,Dinajpur,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,Nagad
ORD01365,2025-06-04,C00324,D04,Mymensingh,Jamalpur,P01,Matir Doctor Lite,FairFarm App,3,2500,0,7500.0,bKash
ORD01364,2025-06-04,C00646,D07,Chattogram,Feni,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,bKash
ORD01363,2025-06-04,C01347,D03,Khulna,Bagerhat,P02,Matir Doctor Pro,FairFarm Website,1,4800,0,4800.0,Bank Transfer
ORD01362,2025-06-04,C00993,D06,Barishal,Barishal,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,Bank Transfer
ORD01361,2025-06-04,C00034,D03,Khulna,Jashore,P02,Matir Doctor Pro,Facebook Shop,1,4800,0,4800.0,Cash on Delivery
ORD01359,2025-06-04,C01083,D07,Chattogram,Chattogram,P02,Matir Doctor Pro,Field Dealer Network,2,4800,0,9600.0,bKash
ORD01358,2025-06-04,C00820,D02,Rangpur,Dinajpur,P02,Matir Doctor Pro,Field Dealer Network,2,4800,0,9600.0,Nagad
ORD01357,2025-06-04,C00417,D01,Rajshahi,Pabna,P03,Matir Doctor Pro+ (NPK),Field Dealer Network,3,7900,5,22515.0,Rocket
ORD01356,2025-06-04,C01332,D04,Mymensingh,Netrokona,P01,Matir Doctor Lite,FairFarm Website,1,2500,0,2500.0,bKash
ORD01360,2025-06-04,C00336,D05,Dhaka,Gazipur,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,bKash
ORD01367,2025-06-05,C00359,D04,Mymensingh,Mymensingh,P03,Matir Doctor Pro+ (NPK),Field Dealer Network,2,7900,5,15010.0,Cash on Delivery
ORD01368,2025-06-05,C00434,D07,Chattogram,Cox's Bazar,P01,Matir Doctor Lite,Facebook Shop,2,2500,0,5000.0,Cash on Delivery
ORD01369,2025-06-05,C00329,D05,Dhaka,Tangail,P03,Matir Doctor Pro+ (NPK),FairFarm Website,1,7900,0,7900.0,bKash
ORD01370,2025-06-05,C01487,D08,Sylhet,Moulvibazar,P03,Matir Doctor Pro+ (NPK),FairFarm App,2,7900,0,15800.0,bKash
ORD01378,2025-06-06,C01115,D08,Sylhet,Moulvibazar,P01,Matir Doctor Lite,FairFarm Website,2,2500,10,4500.0,Cash on Delivery
ORD01380,2025-06-06,C01492,D07,Chattogram,Feni,P03,Matir Doctor Pro+ (NPK),Facebook Shop,2,7900,0,15800.0,Rocket
ORD01379,2025-06-06,C00613,D08,Sylhet,Habiganj,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,Cash on Delivery
ORD01376,2025-06-06,C00572,D07,Chattogram,Comilla,P01,Matir Doctor Lite,FairFarm Website,2,2500,10,4500.0,Cash on Delivery
ORD01377,2025-06-06,C00527,D08,Sylhet,Sylhet,P03,Matir Doctor Pro+ (NPK),FairFarm App,1,7900,5,7505.0,Nagad
ORD01374,2025-06-06,C00643,D01,Rajshahi,Pabna,P01,Matir Doctor Lite,FairFarm Website,1,2500,0,2500.0,Bank Transfer
ORD01375,2025-06-06,C00611,D04,Mymensingh,Mymensingh,P02,Matir Doctor Pro,FairFarm App,3,4800,0,14400.0,Nagad
ORD01373,2025-06-06,C00210,D04,Mymensingh,Mymensingh,P03,Matir Doctor Pro+ (NPK),FairFarm Website,2,7900,0,15800.0,Bank Transfer
ORD01372,2025-06-06,C00350,D01,Rajshahi,Rajshahi,P02,Matir Doctor Pro,Facebook Shop,2,4800,0,9600.0,bKash
ORD01371,2025-06-06,C00485,D01,Rajshahi,Pabna,P03,Matir Doctor Pro+ (NPK),Field Dealer Network,1,7900,0,7900.0,bKash
ORD01392,2025-06-07,C00692,D07,Chattogram,Chattogram,P02,Matir Doctor Pro,Field Dealer Network,1,4800,0,4800.0,Bank Transfer
ORD01390,2025-06-07,C00398,D02,Rangpur,Gaibandha,P01,Matir Doctor Lite,FairFarm Website,2,2500,0,5000.0,Cash on Delivery
ORD01389,2025-06-07,C00676,D03,Khulna,Jashore,P01,Matir Doctor Lite,Facebook Shop,2,2500,5,4750.0,Nagad
ORD01388,2025-06-07,C00128,D01,Rajshahi,Rajshahi,P01,Matir Doctor Lite,FairFarm Website,2,2500,0,5000.0,bKash
ORD01387,2025-06-07,C00504,D04,Mymensingh,Netrokona,P03,Matir Doctor Pro+ (NPK),Facebook Shop,2,7900,0,15800.0,Bank Transfer
ORD01391,2025-06-07,C00649,D05,Dhaka,Narayanganj,P01,Matir Doctor Lite,FairFarm Website,2,2500,0,5000.0,Rocket
ORD01385,2025-06-07,C00724,D08,Sylhet,Moulvibazar,P01,Matir Doctor Lite,FairFarm Website,3,2500,0,7500.0,Nagad
ORD01384,2025-06-07,C00108,D02,Rangpur,Kurigram,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,Cash on Delivery
ORD01383,2025-06-07,C00692,D07,Chattogram,Chattogram,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,bKash
ORD01382,2025-06-07,C00246,D07,Chattogram,Feni,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,bKash
ORD01381,2025-06-07,C00246,D07,Chattogram,Feni,P03,Matir Doctor Pro+ (NPK),FairFarm Website,2,7900,0,15800.0,bKash
ORD01386,2025-06-07,C01434,D01,Rajshahi,Pabna,P02,Matir Doctor Pro,FairFarm App,3,4800,5,13680.0,Rocket
ORD01401,2025-06-08,C01353,D02,Rangpur,Gaibandha,P02,Matir Doctor Pro,Field Dealer Network,3,4800,0,14400.0,bKash
ORD01400,2025-06-08,C00494,D03,Khulna,Khulna,P01,Matir Doctor Lite,FairFarm Website,2,2500,5,4750.0,Bank Transfer
ORD01399,2025-06-08,C01290,D05,Dhaka,Gazipur,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,Rocket
ORD01398,2025-06-08,C00660,D03,Khulna,Satkhira,P02,Matir Doctor Pro,FairFarm Website,1,4800,0,4800.0,bKash
ORD01396,2025-06-08,C00163,D02,Rangpur,Gaibandha,P03,Matir Doctor Pro+ (NPK),FairFarm App,2,7900,0,15800.0,bKash
ORD01395,2025-06-08,C00529,D06,Barishal,Barishal,P03,Matir Doctor Pro+ (NPK),FairFarm Website,1,7900,0,7900.0,bKash
ORD01394,2025-06-08,C00144,D05,Dhaka,Dhaka,P01,Matir Doctor Lite,FairFarm Website,1,2500,0,2500.0,Cash on Delivery
ORD01393,2025-06-08,C00784,D05,Dhaka,Tangail,P01,Matir Doctor Lite,FairFarm Website,1,2500,0,2500.0,Nagad
ORD01397,2025-06-08,C00255,D02,Rangpur,Gaibandha,P01,Matir Doctor Lite,FairFarm App,2,2500,10,4500.0,bKash
ORD01409,2025-06-09,C01490,D04,Mymensingh,Jamalpur,P03,Matir Doctor Pro+ (NPK),FairFarm Website,1,7900,0,7900.0,Nagad
ORD01412,2025-06-09,C01250,D07,Chattogram,Cox's Bazar,P03,Matir Doctor Pro+ (NPK),FairFarm App,1,7900,0,7900.0,Rocket
ORD01411,2025-06-09,C00173,D02,Rangpur,Rangpur,P02,Matir Doctor Pro,Field Dealer Network,2,4800,0,9600.0,bKash
ORD01413,2025-06-09,C00072,D03,Khulna,Satkhira,P01,Matir Doctor Lite,Facebook Shop,2,2500,0,5000.0,Bank Transfer
ORD01408,2025-06-09,C01454,D08,Sylhet,Sylhet,P03,Matir Doctor Pro+ (NPK),FairFarm Website,2,7900,0,15800.0,Nagad
ORD01410,2025-06-09,C01403,D08,Sylhet,Moulvibazar,P03,Matir Doctor Pro+ (NPK),FairFarm App,3,7900,0,23700.0,Bank Transfer
ORD01406,2025-06-09,C00507,D03,Khulna,Satkhira,P02,Matir Doctor Pro,FairFarm Website,2,4800,0,9600.0,bKash
ORD01405,2025-06-09,C01090,D04,Mymensingh,Mymensingh,P02,Matir Doctor Pro,FairFarm App,2,4800,0,9600.0,Rocket
ORD01404,2025-06-09,C01433,D01,Rajshahi,Pabna,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,Cash on Delivery
ORD01403,2025-06-09,C00118,D05,Dhaka,Gazipur,P01,Matir Doctor Lite,Field Dealer Network,1,2500,5,2375.0,Cash on Delivery
ORD01402,2025-06-09,C01294,D03,Khulna,Satkhira,P03,Matir Doctor Pro+ (NPK),Field Dealer Network,1,7900,0,7900.0,bKash
ORD01407,2025-06-09,C00612,D05,Dhaka,Dhaka,P02,Matir Doctor Pro,Facebook Shop,1,4800,5,4560.0,Nagad
ORD01414,2025-06-10,C01243,D03,Khulna,Khulna,P02,Matir Doctor Pro,FairFarm App,1,4800,0,4800.0,bKash
ORD01415,2025-06-10,C00860,D04,Mymensingh,Mymensingh,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,bKash
ORD01416,2025-06-10,C01343,D04,Mymensingh,Jamalpur,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,bKash
ORD01417,2025-06-10,C00244,D04,Mymensingh,Jamalpur,P03,Matir Doctor Pro+ (NPK),FairFarm Website,3,7900,0,23700.0,bKash
ORD01418,2025-06-10,C01409,D07,Chattogram,Cox's Bazar,P03,Matir Doctor Pro+ (NPK),FairFarm App,3,7900,0,23700.0,bKash
ORD01419,2025-06-10,C01087,D06,Barishal,Patuakhali,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,Nagad
ORD01420,2025-06-10,C01018,D07,Chattogram,Cox's Bazar,P01,Matir Doctor Lite,Field Dealer Network,2,2500,0,5000.0,Cash on Delivery
ORD01421,2025-06-10,C00464,D02,Rangpur,Gaibandha,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,bKash
ORD01422,2025-06-10,C01216,D04,Mymensingh,Netrokona,P03,Matir Doctor Pro+ (NPK),FairFarm Website,1,7900,0,7900.0,Cash on Delivery
ORD01425,2025-06-11,C00168,D06,Barishal,Bhola,P02,Matir Doctor Pro,FairFarm Website,3,4800,5,13680.0,bKash
ORD01426,2025-06-11,C00229,D05,Dhaka,Gazipur,P01,Matir Doctor Lite,Field Dealer Network,3,2500,0,7500.0,Cash on Delivery
ORD01423,2025-06-11,C01090,D04,Mymensingh,Mymensingh,P01,Matir Doctor Lite,FairFarm App,2,2500,0,5000.0,bKash
ORD01424,2025-06-11,C00718,D01,Rajshahi,Bogura,P01,Matir Doctor Lite,Field Dealer Network,3,2500,5,7125.0,Rocket
ORD01427,2025-06-12,C01166,D07,Chattogram,Cox's Bazar,P01,Matir Doctor Lite,FairFarm Website,2,2500,0,5000.0,Nagad
ORD01428,2025-06-12,C01139,D01,Rajshahi,Rajshahi,P02,Matir Doctor Pro,Facebook Shop,1,4800,0,4800.0,bKash
ORD01429,2025-06-12,C00877,D03,Khulna,Satkhira,P01,Matir Doctor Lite,Facebook Shop,1,2500,0,2500.0,Rocket
ORD01430,2025-06-12,C01043,D05,Dhaka,Tangail,P01,Matir Doctor Lite,FairFarm Website,3,2500,0,7500.0,Cash on Delivery
ORD01431,2025-06-12,C01311,D03,Khulna,Satkhira,P02,Matir Doctor Pro,FairFarm App,3,4800,0,14400.0,bKash
ORD01432,2025-06-12,C01252,D01,Rajshahi,Bogura,P02,Matir Doctor Pro,Facebook Shop,1,4800,0,4800.0,bKash
ORD01433,2025-06-12,C00488,D02,Rangpur,Dinajpur,P01,Matir Doctor Lite,FairFarm Website,1,2500,0,2500.0,Rocket
ORD01440,2025-06-13,C00947,D05,Dhaka,Gazipur,P01,Matir Doctor Lite,Field Dealer Network,3,2500,0,7500.0,bKash
ORD01439,2025-06-13,C00744,D01,Rajshahi,Bogura,P01,Matir Doctor Lite,FairFarm App,1,2500,0,2500.0,Nagad
ORD01438,2025-06-13,C00664,D01,Rajshahi,Bogura,P02,Matir Doctor Pro,Field Dealer Network,2,4800,5,9120.0,bKash
ORD01435,2025-06-13,C00771,D02,Rangpur,Gaibandha,P01,Matir Doctor Lite,Field Dealer Network,1,2500,0,2500.0,bKash
