ticket_id,date,customer_id,division_id,division_name,category,channel,resolution_time_hrs,status,csat_score
TKT00288,2025-10-09,C01108,D03,Khulna,Connectivity Issue,In-App Chat,6.7,Resolved,2
TKT00310,2025-10-10,C00167,D07,Chattogram,Device Setup,Facebook Page,6.1,Resolved,4
TKT00936,2025-10-10,C00249,D03,Khulna,App/Website Issue,In-App Chat,4.1,Resolved,2
TKT00563,2025-10-10,C00114,D05,Dhaka,Sensor Calibration,Field Agent Visit,2.8,Resolved,4
TKT00325,2025-10-11,C00627,D06,Barishal,Device Setup,Facebook Page,6.4,Resolved,5
TKT01225,2025-10-11,C00257,D06,Barishal,Device Setup,Field Agent Visit,5.7,Resolved,3
TKT00187,2025-10-11,C00561,D01,Rajshahi,Device Setup,In-App Chat,14.1,Resolved,4
TKT00973,2025-10-11,C01347,D03,Khulna,Connectivity Issue,Hotline Call,2.7,Resolved,4
TKT00824,2025-10-11,C00175,D02,Rangpur,General Inquiry,Field Agent Visit,2.4,Resolved,4
TKT01239,2025-10-11,C00456,D02,Rangpur,Sensor Calibration,Facebook Page,10.8,Resolved,4
TKT00503,2025-10-11,C00547,D03,Khulna,Sensor Calibration,In-App Chat,11.1,Resolved,4
TKT00059,2025-10-12,C01048,D06,Barishal,App/Website Issue,Hotline Call,6.5,Resolved,2
TKT00792,2025-10-13,C00571,D03,Khulna,General Inquiry,Field Agent Visit,0.5,Resolved,4
TKT00402,2025-10-13,C01132,D04,Mymensingh,General Inquiry,Facebook Page,1.4,Resolved,3
TKT00460,2025-10-13,C01372,D08,Sylhet,Billing & Payment,Hotline Call,9.3,Resolved,2
TKT00285,2025-10-13,C00370,D07,Chattogram,Connectivity Issue,Field Agent Visit,7.5,Resolved,4
TKT00587,2025-10-14,C01008,D03,Khulna,Connectivity Issue,Facebook Page,6.1,Resolved,3
TKT00041,2025-10-14,C00797,D01,Rajshahi,Billing & Payment,Facebook Page,9.4,Resolved,4
TKT00133,2025-10-14,C00836,D05,Dhaka,Connectivity Issue,Hotline Call,10.0,Resolved,3
TKT00370,2025-10-14,C00756,D02,Rangpur,Connectivity Issue,In-App Chat,3.1,Resolved,3
TKT01014,2025-10-15,C00874,D03,Khulna,Device Setup,In-App Chat,8.3,Resolved,1
TKT00360,2025-10-16,C00513,D01,Rajshahi,App/Website Issue,Facebook Page,0.8,Resolved,3
TKT00600,2025-10-16,C00499,D03,Khulna,Connectivity Issue,Hotline Call,4.6,Resolved,3
TKT00585,2025-10-16,C00411,D05,Dhaka,Billing & Payment,In-App Chat,3.9,Resolved,3
TKT00743,2025-10-17,C01370,D03,Khulna,App/Website Issue,Hotline Call,8.5,Resolved,4
TKT00684,2025-10-20,C01131,D08,Sylhet,General Inquiry,Facebook Page,2.1,Resolved,4
TKT01148,2025-10-21,C00233,D08,Sylhet,Connectivity Issue,In-App Chat,3.2,Resolved,4
TKT00603,2025-10-21,C00136,D01,Rajshahi,App/Website Issue,Facebook Page,0.7,Resolved,5
TKT00538,2025-10-21,C01216,D04,Mymensingh,Billing & Payment,Field Agent Visit,1.1,Resolved,4
TKT00978,2025-10-22,C00955,D08,Sylhet,Device Setup,Facebook Page,4.5,Resolved,3
TKT00191,2025-10-22,C00279,D07,Chattogram,Sensor Calibration,In-App Chat,3.5,Resolved,5
TKT00999,2025-10-23,C00625,D08,Sylhet,Device Setup,In-App Chat,6.1,Resolved,3
TKT00861,2025-10-23,C01441,D02,Rangpur,App/Website Issue,In-App Chat,7.5,Resolved,4
TKT01093,2025-10-23,C01270,D04,Mymensingh,Sensor Calibration,Hotline Call,6.6,Resolved,4
TKT00664,2025-10-24,C00424,D01,Rajshahi,App/Website Issue,In-App Chat,4.5,Resolved,5
TKT00569,2025-10-24,C00073,D07,Chattogram,App/Website Issue,Hotline Call,2.9,Resolved,3
TKT00853,2025-10-24,C00352,D02,Rangpur,Billing & Payment,In-App Chat,6.4,Resolved,4
TKT00376,2025-10-25,C00277,D03,Khulna,Device Setup,Facebook Page,4.7,Resolved,3
TKT00732,2025-10-25,C01269,D04,Mymensingh,App/Website Issue,Hotline Call,1.2,Pending,3
TKT00213,2025-10-25,C01201,D05,Dhaka,Connectivity Issue,In-App Chat,18.6,Resolved,2
TKT01052,2025-10-25,C00487,D04,Mymensingh,General Inquiry,Facebook Page,1.7,Resolved,4
TKT00279,2025-10-26,C00019,D07,Chattogram,Sensor Calibration,Hotline Call,21.5,Resolved,3
TKT01092,2025-10-26,C01484,D02,Rangpur,General Inquiry,Field Agent Visit,1.8,Resolved,4
TKT00679,2025-10-26,C00082,D03,Khulna,Billing & Payment,Hotline Call,8.0,Resolved,4
TKT00717,2025-10-27,C01361,D05,Dhaka,Connectivity Issue,Hotline Call,1.8,Resolved,2
TKT01208,2025-10-27,C01123,D07,Chattogram,Sensor Calibration,Hotline Call,0.5,Resolved,5
TKT00579,2025-10-27,C00354,D05,Dhaka,Device Setup,Facebook Page,4.5,Escalated,5
TKT00885,2025-10-27,C00627,D06,Barishal,App/Website Issue,Hotline Call,3.8,Resolved,2
TKT01003,2025-10-27,C00645,D05,Dhaka,Billing & Payment,Field Agent Visit,5.2,Resolved,3
TKT01165,2025-10-27,C01486,D01,Rajshahi,General Inquiry,In-App Chat,0.5,Resolved,3
TKT00825,2025-10-27,C00937,D08,Sylhet,General Inquiry,In-App Chat,0.5,Escalated,3
TKT00634,2025-10-28,C00766,D01,Rajshahi,Connectivity Issue,Hotline Call,1.2,Resolved,4
TKT00321,2025-10-28,C00702,D03,Khulna,App/Website Issue,In-App Chat,7.7,Resolved,5
TKT00442,2025-10-29,C00473,D01,Rajshahi,Sensor Calibration,Field Agent Visit,1.4,Resolved,3
TKT00782,2025-10-29,C00241,D07,Chattogram,Connectivity Issue,In-App Chat,12.4,Resolved,3
TKT00217,2025-10-30,C00108,D02,Rangpur,Device Setup,Facebook Page,2.9,Resolved,3
TKT00018,2025-10-30,C01062,D05,Dhaka,Device Setup,Hotline Call,3.2,Resolved,4
TKT00892,2025-10-31,C00374,D03,Khulna,Billing & Payment,Facebook Page,1.4,Resolved,4
TKT01236,2025-10-31,C00731,D03,Khulna,Device Setup,Hotline Call,4.1,Resolved,4
TKT00633,2025-11-01,C00487,D04,Mymensingh,App/Website Issue,Hotline Call,5.8,Resolved,3
TKT00099,2025-11-01,C01441,D02,Rangpur,App/Website Issue,Hotline Call,2.4,Resolved,3
TKT00622,2025-11-01,C00570,D04,Mymensingh,Billing & Payment,Facebook Page,3.8,Pending,4
TKT00316,2025-11-02,C01034,D07,Chattogram,General Inquiry,Field Agent Visit,0.5,Resolved,3
TKT00779,2025-11-02,C00515,D03,Khulna,Connectivity Issue,Hotline Call,12.1,Resolved,3
TKT00095,2025-11-02,C00152,D07,Chattogram,Device Setup,Hotline Call,10.2,Resolved,2
TKT00390,2025-11-03,C00226,D07,Chattogram,Sensor Calibration,Facebook Page,6.2,Escalated,3
TKT00367,2025-11-03,C00781,D02,Rangpur,Connectivity Issue,Facebook Page,5.4,Resolved,3
TKT00879,2025-11-05,C01500,D05,Dhaka,Connectivity Issue,Hotline Call,10.1,Resolved,2
TKT00554,2025-11-05,C01029,D06,Barishal,App/Website Issue,In-App Chat,0.6,Resolved,3
TKT00771,2025-11-06,C00297,D08,Sylhet,App/Website Issue,Field Agent Visit,4.0,Resolved,5
TKT00803,2025-11-06,C00927,D02,Rangpur,General Inquiry,In-App Chat,1.5,Resolved,2
TKT00884,2025-11-07,C01453,D07,Chattogram,Billing & Payment,Facebook Page,4.4,Resolved,4
TKT00849,2025-11-07,C01099,D07,Chattogram,Device Setup,In-App Chat,11.2,Resolved,4
TKT00609,2025-11-07,C00930,D06,Barishal,Sensor Calibration,Hotline Call,3.1,Resolved,4
TKT00200,2025-11-07,C00517,D03,Khulna,Connectivity Issue,Facebook Page,9.9,Resolved,3
TKT00205,2025-11-07,C01233,D02,Rangpur,App/Website Issue,In-App Chat,8.5,Resolved,4
TKT00645,2025-11-07,C00537,D04,Mymensingh,Sensor Calibration,Facebook Page,13.5,Resolved,3
TKT01178,2025-11-08,C00683,D01,Rajshahi,Device Setup,Hotline Call,4.6,Resolved,3
TKT00606,2025-11-08,C00449,D01,Rajshahi,Sensor Calibration,In-App Chat,6.0,Resolved,3
TKT00424,2025-11-09,C00331,D06,Barishal,Device Setup,Facebook Page,7.0,Resolved,4
TKT00949,2025-11-09,C01185,D02,Rangpur,Device Setup,Field Agent Visit,5.4,Resolved,3
TKT00115,2025-11-09,C01267,D02,Rangpur,Connectivity Issue,Facebook Page,25.3,Resolved,5
TKT01110,2025-11-09,C00011,D03,Khulna,Connectivity Issue,Hotline Call,13.4,Resolved,4
TKT00904,2025-11-11,C00422,D01,Rajshahi,General Inquiry,Hotline Call,0.6,Resolved,3
TKT00118,2025-11-12,C01359,D05,Dhaka,Sensor Calibration,In-App Chat,5.2,Resolved,4
TKT01047,2025-11-12,C01385,D08,Sylhet,General Inquiry,Hotline Call,2.9,Resolved,4
TKT00315,2025-11-12,C00750,D07,Chattogram,Device Setup,In-App Chat,4.1,Resolved,4
TKT00699,2025-11-14,C00269,D01,Rajshahi,App/Website Issue,Facebook Page,4.4,Resolved,3
TKT00550,2025-11-14,C00138,D04,Mymensingh,App/Website Issue,In-App Chat,7.8,Escalated,4
TKT00073,2025-11-14,C01353,D02,Rangpur,Device Setup,In-App Chat,2.9,Escalated,3
TKT00751,2025-11-14,C00169,D03,Khulna,Billing & Payment,Facebook Page,2.0,Pending,4
TKT00042,2025-11-15,C00146,D02,Rangpur,Sensor Calibration,Hotline Call,2.3,Pending,2
TKT01086,2025-11-15,C01124,D02,Rangpur,Connectivity Issue,Field Agent Visit,10.2,Resolved,4
TKT01057,2025-11-15,C01170,D01,Rajshahi,App/Website Issue,In-App Chat,6.7,Resolved,3
TKT01122,2025-11-15,C00920,D04,Mymensingh,Sensor Calibration,Hotline Call,9.0,Resolved,3
TKT00839,2025-11-15,C00166,D03,Khulna,Connectivity Issue,Hotline Call,11.2,Resolved,3
TKT00592,2025-11-15,C01082,D07,Chattogram,App/Website Issue,Hotline Call,5.9,Resolved,3
TKT00527,2025-11-16,C00599,D08,Sylhet,Device Setup,Hotline Call,2.3,Resolved,3
TKT01026,2025-11-16,C00573,D04,Mymensingh,Billing & Payment,Hotline Call,2.4,Resolved,4
TKT00337,2025-11-16,C01385,D08,Sylhet,App/Website Issue,Hotline Call,2.9,Resolved,4
TKT00922,2025-11-16,C00841,D01,Rajshahi,App/Website Issue,In-App Chat,4.4,Resolved,3
TKT01149,2025-11-17,C00849,D01,Rajshahi,Billing & Payment,Field Agent Visit,3.1,Resolved,5
TKT00224,2025-11-17,C00615,D02,Rangpur,Connectivity Issue,Field Agent Visit,4.1,Resolved,3
TKT01150,2025-11-17,C01347,D03,Khulna,General Inquiry,In-App Chat,0.5,Resolved,4
TKT00010,2025-11-18,C00771,D02,Rangpur,Billing & Payment,Field Agent Visit,2.0,Resolved,5
TKT01226,2025-11-18,C00115,D02,Rangpur,General Inquiry,Facebook Page,0.6,Resolved,3
TKT00958,2025-11-19,C00097,D03,Khulna,App/Website Issue,Field Agent Visit,2.1,Resolved,4
TKT00348,2025-11-20,C00197,D05,Dhaka,General Inquiry,Field Agent Visit,0.5,Resolved,3
TKT00433,2025-11-20,C00908,D01,Rajshahi,App/Website Issue,In-App Chat,4.5,Resolved,4
TKT00826,2025-11-20,C00811,D01,Rajshahi,Sensor Calibration,In-App Chat,9.4,Resolved,3
TKT01085,2025-11-20,C01471,D07,Chattogram,General Inquiry,In-App Chat,3.4,Resolved,4
TKT00258,2025-11-20,C00117,D06,Barishal,Device Setup,In-App Chat,13.0,Resolved,2
TKT00559,2025-11-21,C01119,D02,Rangpur,Billing & Payment,Facebook Page,2.5,Resolved,3
TKT00576,2025-11-21,C01500,D05,Dhaka,Billing & Payment,Facebook Page,1.1,Resolved,4
TKT00909,2025-11-21,C00091,D01,Rajshahi,Connectivity Issue,Field Agent Visit,27.3,Resolved,3
TKT00715,2025-11-21,C01032,D05,Dhaka,Billing & Payment,In-App Chat,4.9,Resolved,3
TKT00908,2025-11-21,C01154,D01,Rajshahi,App/Website Issue,In-App Chat,1.3,Resolved,4
TKT00737,2025-11-21,C00241,D07,Chattogram,Connectivity Issue,Facebook Page,19.2,Resolved,4
TKT00710,2025-11-22,C01344,D05,Dhaka,General Inquiry,Facebook Page,1.8,Resolved,3
TKT00907,2025-11-24,C00222,D04,Mymensingh,Sensor Calibration,Field Agent Visit,5.4,Resolved,5
TKT00040,2025-11-24,C00079,D04,Mymensingh,Connectivity Issue,In-App Chat,24.9,Resolved,3
TKT00480,2025-11-24,C00719,D05,Dhaka,Sensor Calibration,Field Agent Visit,6.2,Resolved,4
TKT00156,2025-11-25,C01347,D03,Khulna,App/Website Issue,Facebook Page,4.0,Resolved,3
TKT00623,2025-11-25,C01138,D03,Khulna,Device Setup,Hotline Call,7.2,Resolved,3
TKT00097,2025-11-25,C00580,D03,Khulna,Sensor Calibration,In-App Chat,4.9,Resolved,3
TKT00138,2025-11-25,C00749,D06,Barishal,Device Setup,Hotline Call,17.4,Resolved,5
TKT00162,2025-11-26,C01139,D01,Rajshahi,Sensor Calibration,In-App Chat,14.4,Resolved,3
TKT00246,2025-11-26,C00096,D05,Dhaka,App/Website Issue,Facebook Page,1.4,Resolved,5
TKT00667,2025-11-26,C00966,D04,Mymensingh,Sensor Calibration,Hotline Call,11.4,Resolved,3
TKT00992,2025-11-27,C01202,D04,Mymensingh,Device Setup,In-App Chat,4.5,Resolved,4
TKT00172,2025-11-27,C00495,D06,Barishal,Connectivity Issue,Hotline Call,29.7,Resolved,3
TKT00012,2025-11-27,C00748,D03,Khulna,Connectivity Issue,Facebook Page,11.2,Resolved,2
TKT00862,2025-11-27,C00766,D01,Rajshahi,General Inquiry,Hotline Call,1.0,Resolved,4
TKT00208,2025-11-28,C01185,D02,Rangpur,Device Setup,Field Agent Visit,3.3,Resolved,4
TKT00397,2025-11-28,C00546,D04,Mymensingh,Billing & Payment,Hotline Call,2.6,Resolved,3
TKT00345,2025-11-28,C00597,D05,Dhaka,App/Website Issue,In-App Chat,2.7,Resolved,3
TKT00509,2025-11-28,C01269,D04,Mymensingh,Connectivity Issue,In-App Chat,4.4,Resolved,5
TKT00076,2025-11-28,C00330,D02,Rangpur,Sensor Calibration,Field Agent Visit,18.9,Resolved,5
TKT00534,2025-11-28,C01327,D03,Khulna,Billing & Payment,Hotline Call,0.8,Resolved,3
TKT01019,2025-11-29,C00152,D07,Chattogram,Billing & Payment,Facebook Page,5.3,Resolved,2
TKT01195,2025-11-30,C01492,D07,Chattogram,Connectivity Issue,In-App Chat,16.5,Resolved,4
TKT00738,2025-11-30,C01451,D06,Barishal,Billing & Payment,Facebook Page,1.7,Resolved,3
TKT00259,2025-12-03,C01491,D01,Rajshahi,Device Setup,Hotline Call,2.1,Resolved,2
TKT00998,2025-12-03,C00245,D05,Dhaka,Device Setup,Facebook Page,3.4,Resolved,4
TKT00039,2025-12-03,C01224,D05,Dhaka,Device Setup,Field Agent Visit,8.2,Resolved,4
TKT00496,2025-12-03,C00050,D01,Rajshahi,Connectivity Issue,Field Agent Visit,7.0,Resolved,4
TKT00515,2025-12-03,C00948,D07,Chattogram,Device Setup,Facebook Page,1.5,Resolved,3
TKT00706,2025-12-03,C00992,D06,Barishal,Device Setup,Facebook Page,1.7,Resolved,5
TKT00419,2025-12-04,C00313,D02,Rangpur,Device Setup,In-App Chat,1.2,Resolved,5
TKT00520,2025-12-05,C00240,D01,Rajshahi,Connectivity Issue,Facebook Page,5.6,Resolved,4
TKT00291,2025-12-06,C01415,D01,Rajshahi,Device Setup,In-App Chat,8.3,Resolved,3
TKT00923,2025-12-06,C01174,D06,Barishal,App/Website Issue,In-App Chat,9.3,Resolved,4
TKT00151,2025-12-07,C01255,D01,Rajshahi,App/Website Issue,In-App Chat,0.9,Resolved,5
TKT00646,2025-12-07,C01108,D03,Khulna,App/Website Issue,Field Agent Visit,4.4,Resolved,4
TKT00727,2025-12-07,C00472,D04,Mymensingh,Billing & Payment,Hotline Call,0.9,Resolved,5
TKT00539,2025-12-07,C00934,D06,Barishal,Connectivity Issue,Hotline Call,7.9,Resolved,5
TKT00492,2025-12-08,C00182,D07,Chattogram,App/Website Issue,Hotline Call,0.9,Resolved,4
TKT00199,2025-12-08,C00017,D04,Mymensingh,General Inquiry,Hotline Call,0.6,Resolved,4
TKT00057,2025-12-09,C00764,D01,Rajshahi,Device Setup,In-App Chat,6.0,Resolved,5
TKT00274,2025-12-09,C00261,D01,Rajshahi,General Inquiry,Hotline Call,0.5,Resolved,5
TKT01091,2025-12-09,C01196,D02,Rangpur,General Inquiry,In-App Chat,0.5,Resolved,4
TKT00449,2025-12-09,C01413,D07,Chattogram,App/Website Issue,In-App Chat,0.8,Resolved,5
TKT00648,2025-12-10,C01163,D07,Chattogram,App/Website Issue,In-App Chat,2.2,Resolved,5
TKT01102,2025-12-10,C01432,D05,Dhaka,Sensor Calibration,In-App Chat,3.3,Resolved,5
TKT01025,2025-12-10,C01288,D03,Khulna,Billing & Payment,Facebook Page,1.8,Escalated,4
TKT00252,2025-12-10,C00939,D07,Chattogram,Sensor Calibration,Facebook Page,11.9,Resolved,4
TKT00107,2025-12-10,C00813,D08,Sylhet,App/Website Issue,Facebook Page,2.8,Resolved,4
TKT00312,2025-12-10,C01500,D05,Dhaka,Sensor Calibration,Facebook Page,4.9,Resolved,4
TKT00920,2025-12-10,C00910,D02,Rangpur,Sensor Calibration,Facebook Page,10.5,Resolved,4
TKT01039,2025-12-11,C00948,D07,Chattogram,Connectivity Issue,In-App Chat,1.7,Pending,4
TKT00320,2025-12-11,C00082,D03,Khulna,Connectivity Issue,Field Agent Visit,3.8,Resolved,4
TKT01224,2025-12-11,C00941,D02,Rangpur,Device Setup,Hotline Call,3.8,Resolved,4
TKT00631,2025-12-12,C00626,D03,Khulna,Connectivity Issue,Hotline Call,0.6,Resolved,4
TKT00167,2025-12-12,C01492,D07,Chattogram,Sensor Calibration,Facebook Page,2.9,Resolved,4
TKT00681,2025-12-12,C01415,D01,Rajshahi,App/Website Issue,In-App Chat,7.6,Resolved,5
TKT00048,2025-12-13,C01016,D02,Rangpur,Sensor Calibration,Hotline Call,0.5,Pending,3
TKT01114,2025-12-13,C01040,D01,Rajshahi,App/Website Issue,Hotline Call,8.9,Resolved,3
TKT00505,2025-12-14,C01227,D04,Mymensingh,Connectivity Issue,Hotline Call,3.5,Resolved,3
TKT00818,2025-12-15,C01356,D01,Rajshahi,Sensor Calibration,In-App Chat,6.9,Resolved,5
TKT00902,2025-12-15,C00977,D04,Mymensingh,Sensor Calibration,Field Agent Visit,1.8,Resolved,5
TKT00837,2025-12-16,C01062,D05,Dhaka,Sensor Calibration,In-App Chat,1.8,Resolved,3
TKT00643,2025-12-16,C00828,D02,Rangpur,Device Setup,In-App Chat,8.8,Resolved,4
TKT01066,2025-12-17,C00759,D01,Rajshahi,Sensor Calibration,Hotline Call,3.5,Resolved,3
TKT01145,2025-12-17,C00629,D04,Mymensingh,Device Setup,Field Agent Visit,1.8,Resolved,5
TKT00289,2025-12-17,C00197,D05,Dhaka,General Inquiry,In-App Chat,1.3,Resolved,5
TKT00121,2025-12-17,C00820,D02,Rangpur,Device Setup,In-App Chat,2.8,Resolved,4
TKT00523,2025-12-18,C01429,D06,Barishal,Connectivity Issue,Field Agent Visit,12.9,Escalated,4
TKT00069,2025-12-18,C00810,D08,Sylhet,Connectivity Issue,In-App Chat,1.0,Resolved,5
TKT00597,2025-12-18,C01057,D07,Chattogram,Sensor Calibration,In-App Chat,8.9,Resolved,4
TKT00856,2025-12-18,C01376,D01,Rajshahi,Device Setup,In-App Chat,3.8,Resolved,4
TKT00475,2025-12-19,C01015,D03,Khulna,Sensor Calibration,In-App Chat,4.3,Resolved,5
TKT01185,2025-12-19,C00182,D07,Chattogram,Device Setup,Hotline Call,3.1,Resolved,4
TKT00074,2025-12-20,C00845,D01,Rajshahi,General Inquiry,In-App Chat,0.5,Resolved,4
TKT00806,2025-12-21,C00578,D05,Dhaka,App/Website Issue,In-App Chat,2.0,Resolved,4
TKT01227,2025-12-21,C00117,D06,Barishal,Device Setup,Facebook Page,2.0,Escalated,5
TKT01196,2025-12-22,C01257,D06,Barishal,App/Website Issue,Hotline Call,1.8,Resolved,5
TKT00632,2025-12-22,C00754,D04,Mymensingh,Device Setup,Hotline Call,0.8,Resolved,4
TKT01177,2025-12-23,C00412,D05,Dhaka,App/Website Issue,In-App Chat,2.0,Resolved,3
TKT00850,2025-12-24,C01482,D01,Rajshahi,Billing & Payment,In-App Chat,0.8,Resolved,5
TKT00478,2025-12-25,C01378,D07,Chattogram,App/Website Issue,In-App Chat,3.7,Escalated,4
TKT00455,2025-12-25,C00722,D03,Khulna,Billing & Payment,Facebook Page,6.1,Resolved,4
TKT01127,2025-12-25,C00566,D05,Dhaka,App/Website Issue,Facebook Page,1.3,Resolved,4
TKT00798,2025-12-25,C01266,D06,Barishal,Sensor Calibration,In-App Chat,2.3,Resolved,3
TKT00368,2025-12-26,C00482,D02,Rangpur,Billing & Payment,Hotline Call,3.6,Resolved,4
TKT00833,2025-12-26,C00165,D04,Mymensingh,App/Website Issue,In-App Chat,2.1,Resolved,5
TKT00154,2025-12-27,C00644,D02,Rangpur,Device Setup,Hotline Call,0.6,Escalated,5
TKT00211,2025-12-27,C01111,D01,Rajshahi,Billing & Payment,In-App Chat,0.7,Resolved,5
TKT01016,2025-12-27,C00907,D04,Mymensingh,Billing & Payment,Hotline Call,1.0,Escalated,5
TKT00564,2025-12-27,C00020,D05,Dhaka,Sensor Calibration,In-App Chat,1.1,Resolved,5
TKT00521,2025-12-27,C00269,D01,Rajshahi,Connectivity Issue,Field Agent Visit,4.4,Resolved,5
TKT01209,2025-12-27,C00837,D06,Barishal,Billing & Payment,In-App Chat,1.6,Resolved,4
TKT00620,2025-12-27,C01400,D03,Khulna,General Inquiry,Hotline Call,0.5,Resolved,4
TKT00373,2025-12-28,C01178,D03,Khulna,General Inquiry,In-App Chat,0.5,Resolved,4
TKT00220,2025-12-28,C00405,D08,Sylhet,General Inquiry,Hotline Call,4.8,Resolved,5
TKT01159,2025-12-28,C00074,D02,Rangpur,Connectivity Issue,Field Agent Visit,12.3,Escalated,5
TKT00351,2025-12-30,C01146,D03,Khulna,Connectivity Issue,Field Agent Visit,2.1,Resolved,5
TKT00553,2025-12-30,C01378,D07,Chattogram,Sensor Calibration,Facebook Page,0.7,Resolved,5
TKT00995,2025-12-30,C00403,D06,Barishal,Connectivity Issue,In-App Chat,2.7,Escalated,4
TKT00359,2025-12-30,C00657,D07,Chattogram,Device Setup,Hotline Call,2.0,Resolved,4
TKT00488,2025-12-30,C00723,D01,Rajshahi,Connectivity Issue,In-App Chat,9.9,Resolved,4
TKT00219,2025-12-30,C00647,D01,Rajshahi,App/Website Issue,In-App Chat,0.9,Resolved,4
TKT00350,2025-12-31,C01472,D02,Rangpur,Billing & Payment,Field Agent Visit,1.4,Resolved,4
TKT00961,2025-12-31,C01438,D04,Mymensingh,Connectivity Issue,In-App Chat,5.4,Resolved,4
TKT00980,2026-01-01,C00369,D03,Khulna,Connectivity Issue,In-App Chat,4.1,Resolved,5
TKT00262,2026-01-01,C00632,D07,Chattogram,Sensor Calibration,In-App Chat,2.2,Resolved,5
TKT00016,2026-01-01,C00837,D06,Barishal,Connectivity Issue,Facebook Page,6.1,Resolved,3
TKT00891,2026-01-01,C00354,D05,Dhaka,Sensor Calibration,Field Agent Visit,2.7,Resolved,4
TKT01100,2026-01-01,C00882,D05,Dhaka,Connectivity Issue,In-App Chat,6.4,Resolved,4
TKT00793,2026-01-01,C01018,D07,Chattogram,App/Website Issue,Field Agent Visit,1.4,Resolved,4
TKT00562,2026-01-03,C00968,D02,Rangpur,Billing & Payment,Facebook Page,1.3,Resolved,4
TKT00845,2026-01-04,C00740,D03,Khulna,Device Setup,In-App Chat,2.4,Resolved,3
TKT01002,2026-01-04,C01189,D01,Rajshahi,App/Website Issue,In-App Chat,7.1,Escalated,4
TKT00830,2026-01-04,C01491,D01,Rajshahi,Connectivity Issue,In-App Chat,5.7,Resolved,3
TKT00952,2026-01-04,C00122,D05,Dhaka,Device Setup,Field Agent Visit,5.4,Escalated,5
TKT00691,2026-01-05,C01124,D02,Rangpur,General Inquiry,Facebook Page,0.5,Resolved,5
TKT01045,2026-01-05,C00693,D02,Rangpur,General Inquiry,Hotline Call,0.5,Resolved,4
TKT00058,2026-01-05,C00530,D03,Khulna,Connectivity Issue,Facebook Page,3.3,Pending,4
TKT00261,2026-01-05,C01436,D08,Sylhet,General Inquiry,In-App Chat,2.3,Resolved,2
TKT01043,2026-01-05,C00754,D04,Mymensingh,App/Website Issue,In-App Chat,0.9,Resolved,4
TKT00158,2026-01-05,C00543,D07,Chattogram,General Inquiry,Facebook Page,3.9,Resolved,5
TKT00799,2026-01-05,C00413,D01,Rajshahi,App/Website Issue,Hotline Call,0.5,Resolved,4
TKT00955,2026-01-06,C01198,D05,Dhaka,Connectivity Issue,Hotline Call,2.4,Resolved,4
TKT00189,2026-01-06,C01285,D07,Chattogram,Connectivity Issue,Facebook Page,6.7,Resolved,5
TKT01188,2026-01-06,C00209,D01,Rajshahi,App/Website Issue,Field Agent Visit,6.0,Resolved,5
TKT00783,2026-01-07,C01397,D04,Mymensingh,Device Setup,Field Agent Visit,1.3,Resolved,3
TKT00785,2026-01-07,C01023,D08,Sylhet,Sensor Calibration,Hotline Call,0.8,Resolved,4
TKT00374,2026-01-07,C00743,D07,Chattogram,Sensor Calibration,Hotline Call,8.3,Resolved,4
TKT00758,2026-01-08,C00386,D08,Sylhet,General Inquiry,Hotline Call,1.0,Resolved,3
TKT00570,2026-01-08,C01238,D03,Khulna,Sensor Calibration,Field Agent Visit,2.7,Resolved,5
TKT00700,2026-01-09,C00447,D08,Sylhet,Connectivity Issue,Field Agent Visit,8.4,Resolved,5
TKT00869,2026-01-09,C00231,D01,Rajshahi,Connectivity Issue,In-App Chat,2.8,Resolved,3
TKT00805,2026-01-09,C00165,D04,Mymensingh,Device Setup,Field Agent Visit,5.4,Resolved,5
TKT00518,2026-01-10,C01466,D05,Dhaka,Device Setup,In-App Chat,1.5,Resolved,4
TKT00873,2026-01-10,C00169,D03,Khulna,Device Setup,In-App Chat,4.8,Resolved,5
TKT00888,2026-01-10,C01330,D02,Rangpur,Device Setup,In-App Chat,2.9,Resolved,4
TKT00260,2026-01-10,C00360,D05,Dhaka,Billing & Payment,Facebook Page,0.7,Resolved,5
TKT00104,2026-01-10,C00402,D07,Chattogram,Connectivity Issue,Hotline Call,9.5,Resolved,4
TKT00008,2026-01-10,C00060,D01,Rajshahi,General Inquiry,Hotline Call,0.9,Resolved,4
TKT00844,2026-01-10,C01375,D08,Sylhet,Sensor Calibration,In-App Chat,4.7,Resolved,3
TKT00800,2026-01-11,C00399,D04,Mymensingh,Connectivity Issue,Hotline Call,2.0,Resolved,4
TKT00164,2026-01-11,C00292,D01,Rajshahi,Device Setup,Hotline Call,1.7,Resolved,4
TKT00807,2026-01-11,C00026,D02,Rangpur,General Inquiry,Facebook Page,0.6,Resolved,5
TKT00960,2026-01-11,C00883,D07,Chattogram,App/Website Issue,In-App Chat,6.8,Resolved,3
TKT01152,2026-01-12,C00062,D04,Mymensingh,App/Website Issue,Hotline Call,6.3,Resolved,3
TKT00790,2026-01-12,C00690,D04,Mymensingh,App/Website Issue,Field Agent Visit,4.3,Resolved,4
TKT00947,2026-01-12,C01044,D05,Dhaka,General Inquiry,In-App Chat,1.8,Escalated,4
TKT00625,2026-01-12,C01091,D02,Rangpur,Billing & Payment,Hotline Call,7.7,Resolved,3
